order_item_id,order_id,item_id,quantity,item_price,item_total,net_sales,discount_flag,discount_amount
1283,2058,456,4,192,768,709,Discount,59
1284,3081,480,1,143,143,124,Discount,19
1285,2844,441,4,107,428,361,Discount,67
1286,2592,479,2,103,206,148,Discount,58
1287,2228,496,3,471,1413,1346,Discount,67
1288,2343,485,3,446,1338,1318,Discount,20
1289,2901,471,3,156,468,416,Discount,52
1290,2247,425,1,169,169,153,Discount,16
1291,2784,440,3,356,1068,1042,Discount,26
1292,2364,492,3,206,618,582,Discount,36
1293,2280,444,3,217,651,614,Discount,37
1294,2971,443,3,122,366,296,Discount,70
1295,2690,448,4,405,1620,1581,Discount,39
1296,3068,437,4,121,484,458,Discount,26
1297,2583,465,1,273,273,264,Discount,9
1298,2782,403,3,443,1329,1314,Discount,15
1299,2775,457,3,317,951,944,Discount,7
1300,3270,437,4,258,1032,1029,Discount,3
1301,3021,430,1,227,227,209,Discount,18
1302,2390,407,4,160,640,570,Discount,70
1303,3397,414,1,486,486,469,Discount,17
1304,2783,425,1,224,224,182,Discount,42
1305,2085,449,2,438,876,804,Discount,72
1306,3245,467,4,106,424,424,Discount,0
1307,2243,464,3,103,309,247,Discount,62
1308,2880,497,2,239,478,422,Discount,56
1309,2065,477,2,480,960,901,Discount,59
1310,2165,473,2,258,516,462,Discount,54
1311,2677,418,3,199,597,552,Discount,45
1312,3456,483,2,293,586,512,Discount,74
1313,2738,439,3,257,771,740,Discount,31
1314,2764,415,2,142,284,219,Discount,65
1315,2376,401,4,443,1772,1772,Discount,0
1316,2964,497,4,279,1116,1051,Discount,65
1317,2407,498,1,198,198,189,Discount,9
1318,2244,493,2,292,584,522,Discount,62
1319,2722,462,2,102,204,149,Discount,55
1320,3374,419,1,383,383,313,Discount,70
1321,2263,440,3,205,615,537,Discount,78
1322,3356,461,4,338,1352,1334,Discount,18
1323,2687,478,3,450,1350,1285,Discount,65
1324,2017,450,1,129,129,83,Discount,46
1325,2716,441,3,493,1479,1479,Discount,0
1326,2220,402,4,477,1908,1851,Discount,57
1327,2627,483,2,460,920,880,Discount,40
1328,2179,461,3,355,1065,1055,Discount,10
1329,3193,437,4,313,1252,1174,Discount,78
1330,2704,429,1,347,347,278,Discount,69
1331,3206,431,2,152,304,232,Discount,72
1332,2800,413,2,357,714,714,Discount,0
1333,3102,496,2,347,694,683,Discount,11
1334,3194,446,2,317,634,609,Discount,25
1335,2388,442,3,261,783,725,Discount,58
1336,2255,403,4,323,1292,1267,Discount,25
1337,2804,412,2,275,550,487,Discount,63
1338,3238,500,4,272,1088,1055,Discount,33
1339,3436,481,3,327,981,912,Discount,69
1340,3238,488,2,293,586,586,Discount,0
1341,2990,490,2,206,412,360,Discount,52
1342,3104,442,1,360,360,312,Discount,48
1343,2940,444,2,437,874,874,Discount,0
1344,2577,447,3,386,1158,1112,Discount,46
1345,2317,401,1,183,183,166,Discount,17
1346,2679,462,3,250,750,750,Discount,0
1347,2674,434,1,326,326,263,Discount,63
1348,2451,451,3,301,903,879,Discount,24
1349,2263,421,4,320,1280,1226,Discount,54
1350,2811,448,3,141,423,352,Discount,71
1351,3304,479,4,266,1064,1058,Discount,6
1352,2626,463,2,327,654,610,Discount,44
1353,3482,435,3,495,1485,1485,Discount,0
1354,3003,471,3,283,849,844,Discount,5
1355,2919,472,2,305,610,604,Discount,6
1356,3474,433,4,151,604,555,Discount,49
1357,2473,453,2,476,952,952,Discount,0
1358,3374,435,3,306,918,857,Discount,61
1359,2417,489,4,393,1572,1492,Discount,80
1360,3397,449,4,205,820,782,Discount,38
1361,2522,470,2,116,232,232,Discount,0
1362,2769,500,2,468,936,899,Discount,37
1363,3429,484,3,278,834,830,Discount,4
1364,2444,411,4,170,680,626,Discount,54
1365,2949,494,2,138,276,232,Discount,44
1366,2632,433,1,257,257,237,Discount,20
1367,2271,469,1,485,485,411,Discount,74
1368,2053,424,4,474,1896,1828,Discount,68
1369,2786,493,4,371,1484,1438,Discount,46
1370,2302,428,3,372,1116,1076,Discount,40
1371,3165,466,2,315,630,612,Discount,18
1372,2044,481,1,340,340,270,Discount,70
1373,3295,459,4,192,768,715,Discount,53
1374,3354,491,3,253,759,743,Discount,16
1375,2550,470,4,344,1376,1315,Discount,61
1376,2759,412,2,468,936,924,Discount,12
1377,3079,432,2,490,980,927,Discount,53
1378,2956,433,4,236,944,876,Discount,68
1379,2292,463,4,229,916,908,Discount,8
1380,3167,477,4,308,1232,1232,Discount,0
1381,2518,405,4,288,1152,1126,Discount,26
1382,3500,486,3,292,876,838,Discount,38
1383,2530,453,3,363,1089,1078,Discount,11
1384,3313,445,3,345,1035,996,Discount,39
1385,2316,443,4,297,1188,1113,Discount,75
1386,2114,470,2,348,696,695,Discount,1
1387,2163,423,2,223,446,422,Discount,24
1388,3434,484,1,413,413,382,Discount,31
1389,2561,406,4,353,1412,1405,Discount,7
1390,3311,466,2,247,494,427,Discount,67
1391,2349,462,3,275,825,792,Discount,33
1392,2726,473,2,289,578,560,Discount,18
1393,2395,454,1,215,215,191,Discount,24
1394,3217,410,4,467,1868,1823,Discount,45
1395,2907,405,2,354,708,665,Discount,43
1396,2925,401,2,342,684,671,Discount,13
1397,2071,450,2,294,588,588,Discount,0
1398,3346,434,4,467,1868,1810,Discount,58
1399,2561,456,4,434,1736,1703,Discount,33
1400,2765,439,4,327,1308,1231,Discount,77
1401,3123,497,3,345,1035,997,Discount,38
1402,3354,476,1,323,323,251,Discount,72
1403,2052,434,4,232,928,855,Discount,73
1404,2395,480,1,345,345,297,Discount,48
1405,3368,461,3,216,648,588,Discount,60
1406,2009,484,4,296,1184,1160,Discount,24
1407,2642,500,3,302,906,886,Discount,20
1408,2262,417,1,478,478,438,Discount,40
1409,2299,461,2,367,734,703,Discount,31
1410,2569,472,1,159,159,159,Discount,0
1411,2179,479,3,363,1089,1022,Discount,67
1412,3120,464,2,349,698,697,Discount,1
1413,2324,438,3,500,1500,1499,Discount,1
1414,2720,479,2,134,268,204,Discount,64
1415,3132,418,1,368,368,339,Discount,29
1416,2839,468,4,216,864,810,Discount,54
1417,2380,498,2,132,264,236,Discount,28
1418,3312,483,4,350,1400,1399,Discount,1
1419,2001,481,2,176,352,352,Discount,0
1420,3059,478,3,105,315,280,Discount,35
1421,2322,484,1,359,359,290,Discount,69
1422,3244,480,1,163,163,99,Discount,64
1423,2411,451,4,109,436,389,Discount,47
1424,2920,478,2,391,782,764,Discount,18
1425,2761,500,3,238,714,664,Discount,50
1426,3194,495,1,264,264,217,Discount,47
1427,2423,416,2,494,988,978,Discount,10
1428,2900,426,4,120,480,402,Discount,78
1429,3332,420,2,212,424,393,Discount,31
1430,2401,497,3,105,315,262,Discount,53
1431,3233,499,1,416,416,369,Discount,47
1432,2290,426,1,154,154,99,Discount,55
1433,2479,438,2,124,248,209,Discount,39
1434,2651,440,4,453,1812,1749,Discount,63
1435,2299,458,2,158,316,244,Discount,72
1436,3003,442,1,281,281,263,Discount,18
1437,2181,490,4,436,1744,1723,Discount,21
1438,2581,459,2,178,356,337,Discount,19
1439,2895,434,4,101,404,384,Discount,20
1440,3224,451,1,113,113,96,Discount,17
1441,2049,453,1,339,339,269,Discount,70
1442,3383,500,2,181,362,331,Discount,31
1443,2367,464,2,193,386,343,Discount,43
1444,2629,460,1,296,296,241,Discount,55
1445,2830,421,4,267,1068,1005,Discount,63
1446,3190,488,1,111,111,73,Discount,38
1447,3443,463,2,318,636,576,Discount,60
1448,2781,450,1,354,354,333,Discount,21
1449,3207,452,3,428,1284,1269,Discount,15
1450,3361,439,3,240,720,665,Discount,55
1451,2345,440,1,320,320,314,Discount,6
1452,3463,426,2,386,772,701,Discount,71
1453,2090,438,1,323,323,317,Discount,6
1454,2654,444,4,477,1908,1838,Discount,70
1455,2035,448,1,460,460,434,Discount,26
1456,3201,448,2,255,510,480,Discount,30
1457,2282,456,3,191,573,515,Discount,58
1458,3409,439,3,106,318,247,Discount,71
1459,3496,426,1,471,471,435,Discount,36
1460,3232,405,2,106,212,150,Discount,62
1461,3111,429,4,315,1260,1239,Discount,21
1462,2429,479,1,327,327,293,Discount,34
1463,2331,493,1,260,260,213,Discount,47
1464,3388,442,2,446,892,822,Discount,70
1465,2868,408,1,118,118,106,Discount,12
1466,2229,426,4,177,708,692,Discount,16
1467,2297,426,4,287,1148,1076,Discount,72
1468,2669,433,3,107,321,275,Discount,46
1469,3158,498,2,171,342,301,Discount,41
1470,3282,420,4,499,1996,1996,Discount,0
1471,2289,404,1,215,215,186,Discount,29
1472,2493,413,2,370,740,694,Discount,46
1473,2303,426,3,143,429,413,Discount,16
1474,2609,487,2,113,226,146,Discount,80
1475,2864,437,3,354,1062,1028,Discount,34
1476,3090,482,2,245,490,424,Discount,66
1477,3098,425,2,486,972,920,Discount,52
1478,3190,466,2,234,468,416,Discount,52
1479,2906,475,4,208,832,807,Discount,25
1480,2712,424,2,404,808,797,Discount,11
1481,2255,404,2,110,220,194,Discount,26
1482,2248,428,3,175,525,481,Discount,44
1483,2351,475,4,132,528,509,Discount,19
1484,3200,416,3,202,606,527,Discount,79
1485,3388,485,1,143,143,95,Discount,48
1486,3393,464,3,104,312,297,Discount,15
1487,3497,496,1,156,156,156,Discount,0
1488,3099,465,2,447,894,851,Discount,43
1489,2916,451,2,416,832,761,Discount,71
1490,2093,450,3,492,1476,1443,Discount,33
1491,2199,487,3,175,525,491,Discount,34
1492,3067,470,3,373,1119,1062,Discount,57
1493,2220,495,1,164,164,145,Discount,19
1494,2960,427,2,173,346,266,Discount,80
1495,3407,472,3,122,366,354,Discount,12
1496,2950,480,2,494,988,927,Discount,61
1497,2293,441,4,207,828,766,Discount,62
1498,3256,467,2,400,800,734,Discount,66
1499,2120,483,1,369,369,295,Discount,74
1500,2221,475,2,363,726,720,Discount,6
1501,2226,487,3,443,1329,1251,Discount,78
1502,2344,408,1,191,191,177,Discount,14
1503,3476,411,1,399,399,324,Discount,75
1504,2800,411,1,424,424,363,Discount,61
1505,3411,453,4,351,1404,1404,Discount,0
1506,2342,415,3,185,555,481,Discount,74
1507,3228,492,2,243,486,446,Discount,40
1508,2742,488,2,189,378,336,Discount,42
1509,2938,414,1,374,374,315,Discount,59
1510,2167,492,4,233,932,932,Discount,0
1511,2165,432,2,412,824,813,Discount,11
1512,2428,404,3,129,387,377,Discount,10
1513,2405,475,3,234,702,656,Discount,46
1514,2891,495,4,140,560,494,Discount,66
1515,3266,484,2,273,546,472,Discount,74
1516,2221,500,1,278,278,221,Discount,57
1517,3163,463,4,401,1604,1586,Discount,18
1518,2649,468,2,156,312,253,Discount,59
1519,3053,495,4,305,1220,1144,Discount,76
1520,3450,402,2,301,602,599,Discount,3
1521,3221,465,4,206,824,824,Discount,0
1522,2344,454,2,286,572,524,Discount,48
1523,3069,463,1,135,135,56,Discount,79
1524,3377,405,4,157,628,621,Discount,7
1525,2748,401,3,325,975,966,Discount,9
1526,3178,420,3,214,642,602,Discount,40
1527,3240,496,2,172,344,292,Discount,52
1528,3487,449,3,311,933,920,Discount,13
1529,3181,418,2,449,898,871,Discount,27
1530,2333,491,1,204,204,164,Discount,40
1531,3269,476,1,101,101,78,Discount,23
1532,2624,413,3,495,1485,1484,Discount,1
1533,2776,472,3,256,768,727,Discount,41
1534,2832,437,3,224,672,661,Discount,11
1535,3281,445,1,225,225,173,Discount,52
1536,3115,455,1,234,234,220,Discount,14
1537,2255,425,1,109,109,101,Discount,8
1538,2892,410,4,287,1148,1098,Discount,50
1539,2991,476,3,383,1149,1098,Discount,51
1540,2783,442,2,167,334,334,Discount,0
1541,2501,460,2,452,904,866,Discount,38
1542,2828,466,2,212,424,406,Discount,18
1543,2949,477,3,223,669,592,Discount,77
1544,2956,500,4,448,1792,1792,Discount,0
1545,3463,472,4,494,1976,1907,Discount,69
1546,3499,467,4,424,1696,1661,Discount,35
1547,2507,480,4,168,672,655,Discount,17
1548,2526,449,1,344,344,344,Discount,0
1549,2640,408,1,367,367,320,Discount,47
1550,3154,401,3,202,606,550,Discount,56
1551,2569,439,4,477,1908,1841,Discount,67
1552,3049,480,4,259,1036,994,Discount,42
1553,2197,469,3,152,456,405,Discount,51
1554,2039,468,2,138,276,236,Discount,40
1555,3105,480,2,368,736,727,Discount,9
1556,2850,448,4,110,440,402,Discount,38
1557,2286,411,1,499,499,463,Discount,36
1558,2786,474,4,288,1152,1136,Discount,16
1559,2002,455,2,373,746,735,Discount,11
1560,3333,496,3,108,324,324,Discount,0
1561,2565,403,2,220,440,383,Discount,57
1562,2455,450,1,249,249,215,Discount,34
1563,3309,434,3,126,378,308,Discount,70
1564,2891,466,3,127,381,322,Discount,59
1565,3043,481,1,261,261,250,Discount,11
1566,2967,465,2,208,416,395,Discount,21
1567,2557,453,3,241,723,647,Discount,76
1568,2025,476,4,223,892,892,Discount,0
1569,2489,484,3,423,1269,1242,Discount,27
1570,2968,424,1,363,363,299,Discount,64
1571,3311,451,2,140,280,210,Discount,70
1572,2514,419,2,397,794,771,Discount,23
1573,3145,456,2,275,550,501,Discount,49
1574,3411,409,4,404,1616,1542,Discount,74
1575,2460,408,4,223,892,892,Discount,0
1576,2020,499,1,139,139,139,Discount,0
1577,2628,494,4,374,1496,1492,Discount,4
1578,2518,468,1,320,320,268,Discount,52
1579,2807,476,2,153,306,230,Discount,76
1580,3198,485,1,337,337,267,Discount,70
1581,2303,402,4,234,936,870,Discount,66
1582,3015,497,4,392,1568,1544,Discount,24
1583,2614,437,2,345,690,628,Discount,62
1584,2236,494,1,458,458,415,Discount,43
1585,3208,484,2,316,632,630,Discount,2
1586,2004,414,4,469,1876,1837,Discount,39
1587,2712,434,1,401,401,353,Discount,48
1588,2533,447,1,102,102,90,Discount,12
1589,2220,471,4,359,1436,1396,Discount,40
1590,3150,439,4,121,484,484,Discount,0
1591,2810,429,4,351,1404,1365,Discount,39
1592,2485,428,4,494,1976,1976,Discount,0
1593,2333,468,1,425,425,399,Discount,26
1594,2570,412,3,492,1476,1476,Discount,0
1595,2548,445,2,236,472,460,Discount,12
1596,2186,475,2,178,356,354,Discount,2
1597,2894,465,3,490,1470,1395,Discount,75
1598,2696,453,2,363,726,689,Discount,37
1599,2938,432,1,252,252,244,Discount,8
1600,3119,462,4,214,856,813,Discount,43
1601,2079,434,1,258,258,193,Discount,65
1602,2228,430,1,199,199,199,Discount,0
1603,2835,424,3,144,432,390,Discount,42
1604,2366,467,4,354,1416,1405,Discount,11
1605,2618,476,4,334,1336,1303,Discount,33
1606,2165,463,4,336,1344,1275,Discount,69
1607,3111,474,4,200,800,787,Discount,13
1608,2257,460,2,352,704,634,Discount,70
1609,2014,431,3,209,627,549,Discount,78
1610,3285,478,1,442,442,442,Discount,0
1611,2618,406,4,216,864,797,Discount,67
1612,3361,466,3,496,1488,1428,Discount,60
1613,3128,491,4,459,1836,1811,Discount,25
1614,2323,429,1,278,278,243,Discount,35
1615,3285,415,2,283,566,556,Discount,10
1616,3335,493,1,173,173,102,Discount,71
1617,2809,458,2,306,612,562,Discount,50
1618,3220,482,2,300,600,537,Discount,63
1619,2755,479,3,106,318,312,Discount,6
1620,2272,444,1,313,313,299,Discount,14
1621,3176,458,1,431,431,431,Discount,0
1622,3256,472,2,187,374,371,Discount,3
1623,2015,433,2,327,654,582,Discount,72
1624,3389,406,2,331,662,645,Discount,17
1625,3354,457,3,118,354,307,Discount,47
1626,2534,489,3,271,813,813,Discount,0
1627,2010,440,2,125,250,221,Discount,29
1628,2625,411,2,266,532,500,Discount,32
1629,3098,446,4,293,1172,1094,Discount,78
1630,2998,499,2,403,806,751,Discount,55
1631,2720,426,2,153,306,258,Discount,48
1632,2141,440,3,159,477,426,Discount,51
1633,3403,430,2,332,664,609,Discount,55
1634,2804,469,3,176,528,519,Discount,9
1635,3191,435,3,406,1218,1193,Discount,25
1636,3407,409,2,235,470,425,Discount,45
1637,2024,407,1,488,488,464,Discount,24
1638,2192,416,1,232,232,166,Discount,66
1639,2025,431,4,483,1932,1927,Discount,5
1640,2409,405,3,416,1248,1177,Discount,71
1641,2321,455,3,493,1479,1413,Discount,66
1642,3008,401,1,241,241,223,Discount,18
1643,2431,483,3,147,441,424,Discount,17
1644,3342,414,3,272,816,793,Discount,23
1645,2783,445,1,426,426,352,Discount,74
1646,2209,455,4,243,972,953,Discount,19
1647,2030,491,1,415,415,411,Discount,4
1648,2071,443,3,189,567,523,Discount,44
1649,2001,447,2,302,604,604,Discount,0
1650,2794,441,3,307,921,882,Discount,39
1651,2616,465,1,160,160,111,Discount,49
1652,3398,471,3,250,750,731,Discount,19
1653,3131,461,2,152,304,271,Discount,33
1654,2368,494,1,373,373,347,Discount,26
1655,2605,482,3,467,1401,1381,Discount,20
1656,2838,484,1,328,328,306,Discount,22
1657,2965,435,2,344,688,610,Discount,78
1658,2317,429,3,195,585,529,Discount,56
1659,2544,436,3,199,597,594,Discount,3
1660,2278,444,1,477,477,420,Discount,57
1661,3326,416,1,301,301,296,Discount,5
1662,2697,447,4,381,1524,1449,Discount,75
1663,3133,484,2,178,356,356,Discount,0
1664,2857,460,2,138,276,276,Discount,0
1665,2664,493,2,367,734,689,Discount,45
1666,2701,418,1,391,391,362,Discount,29
1667,3085,421,4,425,1700,1695,Discount,5
1668,2266,469,1,419,419,405,Discount,14
1669,2973,422,1,434,434,404,Discount,30
1670,2568,443,1,307,307,303,Discount,4
1671,2951,477,4,204,816,736,Discount,80
1672,2685,492,2,273,546,546,Discount,0
1673,2085,405,4,450,1800,1778,Discount,22
1674,3292,460,4,370,1480,1435,Discount,45
1675,2300,455,2,460,920,920,Discount,0
1676,2651,462,1,295,295,273,Discount,22
1677,2388,437,2,461,922,920,Discount,2
1678,2619,406,4,163,652,601,Discount,51
1679,2895,457,3,402,1206,1129,Discount,77
1680,2520,492,1,169,169,145,Discount,24
1681,3097,429,4,309,1236,1235,Discount,1
1682,3027,443,2,170,340,310,Discount,30
1683,2179,435,3,268,804,738,Discount,66
1684,3490,428,4,148,592,512,Discount,80
1685,2403,466,2,382,764,740,Discount,24
1686,2700,415,3,160,480,480,Discount,0
1687,2352,406,4,123,492,425,Discount,67
1688,3402,480,2,189,378,353,Discount,25
1689,3421,457,4,315,1260,1260,Discount,0
1690,3269,486,4,405,1620,1543,Discount,77
1691,2876,408,3,144,432,427,Discount,5
1692,2768,429,4,473,1892,1827,Discount,65
1693,2586,450,3,483,1449,1385,Discount,64
1694,3199,460,1,329,329,288,Discount,41
1695,3180,424,3,354,1062,1044,Discount,18
1696,2664,486,3,439,1317,1262,Discount,55
1697,2297,469,3,369,1107,1103,Discount,4
1698,2377,493,4,360,1440,1427,Discount,13
1699,2825,426,3,308,924,875,Discount,49
1700,3198,441,2,486,972,956,Discount,16
1701,2630,409,2,280,560,560,Discount,0
1702,2218,483,1,226,226,226,Discount,0
1703,3180,466,4,181,724,715,Discount,9
1704,2462,452,4,184,736,668,Discount,68
1705,3480,463,4,308,1232,1196,Discount,36
1706,2593,486,1,194,194,149,Discount,45
1707,2696,500,2,208,416,361,Discount,55
1708,2076,442,1,258,258,254,Discount,4
1709,3356,450,3,378,1134,1107,Discount,27
1710,2068,448,3,307,921,921,Discount,0
1711,3343,461,1,360,360,347,Discount,13
1712,2639,488,4,303,1212,1150,Discount,62
1713,2141,416,4,407,1628,1615,Discount,13
1714,3292,445,1,278,278,243,Discount,35
1715,3050,488,1,160,160,104,Discount,56
1716,2186,482,4,418,1672,1610,Discount,62
1717,2870,402,2,136,272,221,Discount,51
1718,2223,445,3,442,1326,1298,Discount,28
1719,2008,486,3,396,1188,1116,Discount,72
1720,2340,431,4,352,1408,1403,Discount,5
1721,3110,429,3,456,1368,1315,Discount,53
1722,2244,445,3,115,345,278,Discount,67
1723,2085,476,3,311,933,886,Discount,47
1724,2283,410,4,204,816,752,Discount,64
1725,2989,413,4,171,684,673,Discount,11
1726,2726,481,4,305,1220,1154,Discount,66
1727,3188,452,2,104,208,147,Discount,61
1728,2640,494,4,439,1756,1722,Discount,34
1729,2775,467,2,410,820,809,Discount,11
1730,2411,485,4,141,564,533,Discount,31
1731,2242,494,4,436,1744,1666,Discount,78
1732,2661,476,1,196,196,168,Discount,28
1733,3343,457,1,151,151,148,Discount,3
1734,2979,483,4,128,512,437,Discount,75
1735,2849,467,3,496,1488,1461,Discount,27
1736,3020,419,2,331,662,644,Discount,18
1737,2526,407,2,241,482,429,Discount,53
1738,3255,474,3,146,438,370,Discount,68
1739,3020,429,3,398,1194,1151,Discount,43
1740,2078,434,1,219,219,157,Discount,62
1741,3053,473,1,236,236,226,Discount,10
1742,2292,497,1,189,189,171,Discount,18
1743,2178,424,3,223,669,614,Discount,55
1744,2726,484,1,473,473,458,Discount,15
1745,2989,415,3,179,537,472,Discount,65
1746,2065,488,1,337,337,337,Discount,0
1747,2478,447,3,347,1041,995,Discount,46
1748,2700,431,3,283,849,780,Discount,69
1749,2699,472,2,120,240,220,Discount,20
1750,2312,442,4,290,1160,1115,Discount,45
1751,2402,404,4,374,1496,1490,Discount,6
1752,2599,447,4,318,1272,1242,Discount,30
1753,3120,407,4,457,1828,1769,Discount,59
1754,2896,437,3,353,1059,1059,Discount,0
1755,2567,427,4,165,660,658,Discount,2
1756,2421,476,2,452,904,891,Discount,13
1757,2323,455,3,170,510,492,Discount,18
1758,2882,425,2,251,502,479,Discount,23
1759,2842,461,1,214,214,155,Discount,59
1760,2099,441,2,375,750,750,Discount,0
1761,3203,444,1,295,295,232,Discount,63
1762,3376,408,3,165,495,445,Discount,50
1763,2726,404,4,145,580,549,Discount,31
1764,2257,467,3,341,1023,990,Discount,33
1765,2407,452,2,116,232,154,Discount,78
1766,2890,469,2,141,282,282,Discount,0
1767,2480,485,1,331,331,273,Discount,58
1768,2552,494,2,321,642,628,Discount,14
1769,3317,431,2,416,832,792,Discount,40
1770,2872,474,4,238,952,873,Discount,79
1771,2679,487,4,403,1612,1534,Discount,78
1772,2710,425,3,433,1299,1257,Discount,42
1773,3276,421,4,137,548,532,Discount,16
1774,3428,430,4,172,688,611,Discount,77
1775,2541,488,1,222,222,171,Discount,51
1776,3275,437,1,395,395,349,Discount,46
1777,2624,404,3,410,1230,1192,Discount,38
1778,2300,406,4,242,968,900,Discount,68
1779,2946,405,4,452,1808,1753,Discount,55
1780,2823,402,3,150,450,411,Discount,39
1781,3417,454,3,434,1302,1297,Discount,5
1782,2775,453,3,320,960,960,Discount,0
1783,3364,458,2,372,744,664,Discount,80
1784,2103,459,1,357,357,306,Discount,51
1785,3102,481,4,426,1704,1658,Discount,46
1786,2782,436,4,391,1564,1537,Discount,27
1787,2785,477,4,163,652,652,Discount,0
1788,3074,410,3,174,522,485,Discount,37
1789,3087,428,2,138,276,202,Discount,74
1790,3320,465,3,286,858,852,Discount,6
1791,3335,412,4,417,1668,1599,Discount,69
1792,2847,428,2,149,298,244,Discount,54
1793,3151,433,3,155,465,440,Discount,25
1794,3270,415,2,389,778,732,Discount,46
1795,3051,415,2,392,784,759,Discount,25
1796,2127,480,4,252,1008,936,Discount,72
1797,2908,424,4,165,660,610,Discount,50
1798,3267,477,1,396,396,332,Discount,64
1799,3238,418,4,180,720,640,Discount,80
1800,3183,416,1,311,311,274,Discount,37
1801,2851,481,2,104,208,198,Discount,10
1802,2299,454,2,366,732,664,Discount,68
1803,3261,434,3,450,1350,1313,Discount,37
1804,3273,485,1,449,449,406,Discount,43
1805,2086,401,1,394,394,317,Discount,77
1806,2926,458,1,405,405,368,Discount,37
1807,3117,439,4,202,808,768,Discount,40
1808,3402,445,1,436,436,436,Discount,0
1809,2733,418,1,111,111,50,Discount,61
1810,2633,494,2,350,700,651,Discount,49
1811,2138,470,2,292,584,530,Discount,54
1812,2671,492,4,414,1656,1583,Discount,73
1813,2191,405,2,308,616,573,Discount,43
1814,2910,437,4,147,588,538,Discount,50
1815,3102,472,2,361,722,722,Discount,0
1816,2381,434,4,286,1144,1120,Discount,24
1817,2162,411,3,128,384,345,Discount,39
1818,2109,403,3,185,555,501,Discount,54
1819,2009,408,3,108,324,311,Discount,13
1820,3414,462,2,461,922,859,Discount,63
1821,2887,406,1,325,325,306,Discount,19
1822,2133,468,4,454,1816,1765,Discount,51
1823,2536,473,3,153,459,388,Discount,71
1824,2624,462,2,153,306,284,Discount,22
1825,2232,428,3,419,1257,1243,Discount,14
1826,3496,427,4,327,1308,1272,Discount,36
1827,2980,455,4,407,1628,1592,Discount,36
1828,3299,471,2,264,528,495,Discount,33
1829,3332,474,4,268,1072,1072,Discount,0
1830,2243,406,1,339,339,323,Discount,16
1831,3077,476,3,139,417,417,Discount,0
1832,3209,445,3,256,768,695,Discount,73
1833,3395,447,4,208,832,758,Discount,74
1834,2970,437,4,250,1000,1000,Discount,0
1835,2804,464,3,193,579,530,Discount,49
1836,2634,406,4,484,1936,1904,Discount,32
1837,2423,451,1,156,156,151,Discount,5
1838,2124,487,4,459,1836,1767,Discount,69
1839,3221,470,1,139,139,95,Discount,44
1840,2732,406,2,427,854,777,Discount,77
1841,2179,446,3,158,474,420,Discount,54
1842,2815,472,4,124,496,474,Discount,22
1843,2881,468,2,182,364,354,Discount,10
1844,3041,415,1,271,271,254,Discount,17
1845,3126,497,4,347,1388,1342,Discount,46
1846,2267,414,1,193,193,123,Discount,70
1847,2564,462,1,311,311,311,Discount,0
1848,3346,457,2,316,632,621,Discount,11
1849,2774,445,4,204,816,752,Discount,64
1850,2503,497,4,204,816,816,Discount,0
1851,3369,487,1,111,111,96,Discount,15
1852,2614,468,3,194,582,570,Discount,12
1853,2155,417,2,406,812,779,Discount,33
1854,2876,494,4,376,1504,1500,Discount,4
1855,2144,443,4,201,804,787,Discount,17
1856,2813,420,3,467,1401,1369,Discount,32
1857,3230,442,1,431,431,431,Discount,0
1858,2810,486,1,217,217,185,Discount,32
1859,2533,493,1,458,458,438,Discount,20
1860,2991,490,4,389,1556,1478,Discount,78
1861,2613,424,2,346,692,676,Discount,16
1862,2189,490,2,217,434,434,Discount,0
1863,2108,496,4,119,476,464,Discount,12
1864,3080,407,2,434,868,865,Discount,3
1865,2676,453,4,226,904,903,Discount,1
1866,2116,413,3,442,1326,1325,Discount,1
1867,2082,413,3,130,390,365,Discount,25
1868,3482,420,1,153,153,117,Discount,36
1869,2252,470,3,410,1230,1198,Discount,32
1870,3418,451,2,218,436,372,Discount,64
1871,2179,409,3,491,1473,1445,Discount,28
1872,2960,407,2,176,352,317,Discount,35
1873,2665,460,4,421,1684,1614,Discount,70
1874,2714,426,4,277,1108,1084,Discount,24
1875,3411,402,2,454,908,844,Discount,64
1876,3364,423,2,340,680,619,Discount,61
1877,2764,402,1,116,116,116,Discount,0
1878,2710,428,4,380,1520,1520,Discount,0
1879,3311,459,4,447,1788,1776,Discount,12
1880,2390,428,2,438,876,852,Discount,24
1881,3280,407,1,419,419,360,Discount,59
1882,2582,487,3,484,1452,1445,Discount,7
1883,2389,492,4,275,1100,1084,Discount,16
1884,2609,408,4,269,1076,1058,Discount,18
1885,3403,431,1,389,389,343,Discount,46
1886,2858,496,2,370,740,716,Discount,24
1887,2328,401,3,145,435,425,Discount,10
1888,2007,471,2,158,316,281,Discount,35
1889,3323,493,3,464,1392,1365,Discount,27
1890,3483,496,3,314,942,887,Discount,55
1891,2015,424,1,215,215,151,Discount,64
1892,2962,441,3,338,1014,1011,Discount,3
1893,3486,446,1,264,264,193,Discount,71
1894,3122,412,4,276,1104,1067,Discount,37
1895,3173,411,1,148,148,134,Discount,14
1896,3249,466,1,461,461,413,Discount,48
1897,3401,440,1,178,178,160,Discount,18
1898,3371,493,4,172,688,662,Discount,26
1899,2813,410,4,485,1940,1878,Discount,62
1900,2904,451,3,487,1461,1421,Discount,40
1901,2004,416,1,338,338,303,Discount,35
1902,2874,418,2,499,998,964,Discount,34
