payment_id,order_id,payment_method,payment_status,payment_date,amount_paid
6219,3219,CARD,Success,23-10-2023,573
6220,3220,CARD,Failed,19-04-2023,397
6221,3221,UPI,Success,08-02-2023,978
6222,3222,CASH,Success,23-09-2023,993
6223,3223,CASH,Success,18-09-2023,1116
6224,3224,CASH,Failed,17-01-2023,314
6225,3225,CASH,Success,02-09-2023,632
6226,3226,CASH,Failed,28-09-2023,1458
6227,3227,UPI,Success,21-01-2023,1684
6228,3228,CASH,Failed,07-07-2023,1107
6229,3229,UPI,Failed,21-09-2023,1603
6230,3230,UPI,Success,22-01-2023,909
6231,3231,CASH,Success,01-12-2023,1293
6232,3232,UPI,Success,27-03-2023,1050
6233,3233,UPI,Failed,24-07-2023,603
6234,3234,CARD,Failed,13-11-2023,510
6235,3235,CARD,Success,21-09-2023,974
6236,3236,CASH,Success,31-08-2023,1676
6237,3237,CARD,Failed,02-07-2023,1111
6238,3238,CASH,Failed,04-08-2023,1336
6239,3239,CASH,Success,28-03-2023,1968
6240,3240,UPI,Failed,24-04-2023,1976
6241,3241,CARD,Failed,31-08-2023,1912
6242,3242,UPI,Success,12-03-2023,1652
6243,3243,CASH,Failed,19-10-2023,1706
6244,3244,CARD,Failed,31-08-2023,499
6245,3245,CASH,Success,14-11-2023,1453
6246,3246,CASH,Success,22-01-2023,1597
6247,3247,CASH,Failed,18-10-2023,1787
6248,3248,CARD,Success,20-05-2023,401
6249,3249,CARD,Failed,01-03-2023,1153
6250,3250,CASH,Failed,29-09-2023,1518
6251,3251,CARD,Success,11-11-2023,330
6252,3252,CARD,Failed,22-12-2023,1080
6253,3253,UPI,Success,29-12-2023,420
6254,3254,CASH,Failed,01-11-2023,1506
6255,3255,UPI,Success,11-05-2023,245
6256,3256,CASH,Failed,16-07-2023,1615
6257,3257,CARD,Success,12-03-2023,722
6258,3258,CARD,Success,10-01-2023,631
6259,3259,UPI,Failed,04-04-2023,1616
6260,3260,CARD,Failed,06-12-2023,1169
6261,3261,CASH,Success,18-07-2023,1504
6262,3262,CASH,Success,26-05-2023,747
6263,3263,CASH,Success,05-05-2023,1923
6264,3264,CARD,Failed,20-09-2023,1735
6265,3265,CASH,Failed,25-02-2023,277
6266,3266,CARD,Failed,01-09-2023,605
6267,3267,CASH,Failed,30-03-2023,1542
6268,3268,CASH,Success,09-07-2023,1455
6269,3269,CARD,Success,25-03-2023,1048
6270,3270,UPI,Success,22-01-2023,1267
6271,3271,CASH,Success,21-09-2023,1298
6272,3272,UPI,Success,03-02-2023,489
6273,3273,UPI,Failed,29-01-2023,1220
6274,3274,CARD,Success,06-08-2023,601
6275,3275,CASH,Success,25-10-2023,1862
6276,3276,CASH,Failed,02-12-2023,569
6277,3277,CARD,Success,11-05-2023,1190
6278,3278,UPI,Success,22-01-2023,1986
6279,3279,UPI,Success,15-03-2023,654
6280,3280,UPI,Success,23-12-2023,761
6281,3281,CASH,Failed,28-02-2023,1746
6282,3282,CASH,Success,31-05-2023,1754
6283,3283,CASH,Success,12-09-2023,476
6284,3284,UPI,Failed,27-10-2023,396
6285,3285,UPI,Success,06-04-2023,833
6286,3286,CASH,Success,30-10-2023,389
6287,3287,UPI,Failed,12-04-2023,911
6288,3288,CASH,Success,19-05-2023,350
6289,3289,CARD,Success,14-09-2023,1132
6290,3290,CASH,Success,17-09-2023,1966
6291,3291,UPI,Success,23-11-2023,1403
6292,3292,UPI,Success,13-01-2023,787
6293,3293,CASH,Failed,27-05-2023,620
6294,3294,CASH,Failed,05-04-2023,941
6295,3295,CARD,Success,20-03-2023,1180
6296,3296,CARD,Failed,03-02-2023,458
6297,3297,CASH,Success,29-05-2023,1106
6298,3298,CASH,Success,15-05-2023,786
6299,3299,UPI,Success,04-05-2023,929
6300,3300,UPI,Success,03-07-2023,531
6301,3301,CASH,Success,04-04-2023,508
6302,3302,CASH,Success,02-09-2023,1687
6303,3303,CASH,Success,09-10-2023,373
6304,3304,CASH,Success,24-08-2023,868
6305,3305,CASH,Success,17-09-2023,1859
6306,3306,CARD,Success,20-06-2023,1969
6307,3307,CASH,Success,09-01-2023,590
6308,3308,CASH,Failed,16-03-2023,265
6309,3309,CASH,Success,03-05-2023,844
6310,3310,CASH,Success,24-04-2023,1276
6311,3311,UPI,Failed,02-10-2023,347
6312,3312,UPI,Success,12-07-2023,1426
6313,3313,CASH,Success,01-12-2023,1222
6314,3314,CASH,Failed,21-11-2023,1626
6315,3315,UPI,Success,14-06-2023,509
6316,3316,CASH,Success,26-06-2023,1910
6317,3317,CASH,Failed,15-01-2023,1376
6318,3318,CARD,Success,22-12-2023,583
6319,3319,CASH,Failed,25-06-2023,1933
6320,3320,CASH,Failed,05-12-2023,267
6321,3321,CARD,Success,21-08-2023,830
6322,3322,UPI,Success,05-05-2023,1808
6323,3323,CASH,Success,31-05-2023,470
6324,3324,CARD,Success,24-01-2023,677
6325,3325,CASH,Failed,20-03-2023,1109
6326,3326,CASH,Success,01-04-2023,1980
6327,3327,CARD,Success,08-12-2023,1048
6328,3328,CASH,Failed,07-04-2023,809
6329,3329,UPI,Success,19-10-2023,1992
6330,3330,CARD,Success,28-03-2023,446
6331,3331,CARD,Success,01-01-2023,247
6332,3332,CASH,Success,11-04-2023,976
6333,3333,CASH,Success,24-10-2023,719
6334,3334,CARD,Success,06-12-2023,245
6335,3335,CASH,Success,22-01-2023,1188
6336,3336,CASH,Success,13-12-2023,1603
6337,3337,CARD,Failed,22-01-2023,1505
6338,3338,CASH,Success,08-01-2023,864
6339,3339,CASH,Success,27-03-2023,1396
6340,3340,CASH,Success,08-09-2023,898
6341,3341,CASH,Success,05-07-2023,1770
6342,3342,CASH,Success,13-03-2023,727
6343,3343,CASH,Success,02-12-2023,206
6344,3344,CASH,Success,08-09-2023,1248
6345,3345,CASH,Success,05-02-2023,528
6346,3346,UPI,Success,21-02-2023,1580
6347,3347,CARD,Success,30-06-2023,1947
6348,3348,UPI,Success,27-09-2023,821
6349,3349,CASH,Failed,28-08-2023,507
6350,3350,CARD,Success,20-03-2023,263
6351,3351,CARD,Failed,07-11-2023,959
6352,3352,CARD,Failed,31-10-2023,1187
6353,3353,CARD,Failed,27-05-2023,545
6354,3354,CASH,Success,10-02-2023,1705
6355,3355,CASH,Success,14-03-2023,1148
6356,3356,CASH,Success,16-12-2023,810
6357,3357,UPI,Success,22-01-2023,240
6358,3358,CASH,Success,10-12-2023,1698
6359,3359,CASH,Failed,16-09-2023,537
6360,3360,CARD,Failed,26-04-2023,623
6361,3361,CASH,Success,02-05-2023,1870
6362,3362,CASH,Success,22-01-2023,1878
6363,3363,CARD,Failed,24-02-2023,204
6364,3364,CASH,Failed,01-04-2023,1274
6365,3365,UPI,Success,14-02-2023,1553
6366,3366,CARD,Failed,20-03-2023,1440
6367,3367,CASH,Success,08-11-2023,725
6368,3368,UPI,Success,15-07-2023,271
6369,3369,CASH,Success,08-02-2023,1239
6370,3370,CASH,Success,14-02-2023,1928
6371,3371,CASH,Failed,22-01-2023,1461
6372,3372,CASH,Failed,14-12-2023,265
6373,3373,CARD,Success,29-11-2023,225
6374,3374,CASH,Success,11-11-2023,251
6375,3375,CARD,Failed,01-11-2023,1018
6376,3376,UPI,Success,22-09-2023,1485
6377,3377,CASH,Failed,20-09-2023,1089
6378,3378,UPI,Success,06-04-2023,1196
6379,3379,UPI,Success,28-10-2023,928
6380,3380,CASH,Success,22-01-2023,912
6381,3381,CASH,Success,08-02-2023,252
6382,3382,CASH,Success,25-05-2023,906
6383,3383,UPI,Success,17-01-2023,679
6384,3384,CASH,Success,01-03-2023,753
6385,3385,CARD,Success,28-05-2023,817
6386,3386,UPI,Success,28-11-2023,240
6387,3387,CARD,Failed,04-09-2023,1500
6388,3388,CASH,Failed,28-04-2023,1780
6389,3389,CARD,Failed,17-04-2023,1782
6390,3390,CASH,Failed,22-01-2023,1566
6391,3391,UPI,Success,05-10-2023,212
6392,3392,UPI,Success,19-04-2023,1592
6393,3393,UPI,Success,22-01-2023,1658
6394,3394,UPI,Success,21-12-2023,313
6395,3395,CASH,Failed,22-01-2023,1913
6396,3396,CASH,Failed,30-10-2023,555
6397,3397,CASH,Success,31-03-2023,590
6398,3398,CASH,Failed,14-02-2023,1438
6399,3399,UPI,Success,02-09-2023,283
6400,3400,CARD,Failed,22-01-2023,1214
6401,3401,CASH,Success,27-03-2023,1368
6402,3402,CASH,Success,31-07-2023,1894
6403,3403,CASH,Failed,24-05-2023,833
6404,3404,CASH,Failed,19-04-2023,1606
6405,3405,UPI,Success,27-10-2023,519
6406,3406,UPI,Success,23-12-2023,1582
6407,3407,CARD,Failed,02-05-2023,1353
6408,3408,CASH,Success,22-01-2023,876
6409,3409,CASH,Success,07-01-2023,1074
6410,3410,CASH,Success,22-01-2023,726
6411,3411,UPI,Success,15-09-2023,968
6412,3412,CASH,Success,17-01-2023,862
6413,3413,CARD,Success,22-12-2023,232
6414,3414,CASH,Success,06-06-2023,467
6415,3415,CASH,Success,14-01-2023,1388
6416,3416,UPI,Failed,02-01-2023,849
6417,3417,CARD,Success,12-05-2023,370
6418,3418,CASH,Success,03-07-2023,1706
6419,3419,CARD,Failed,03-10-2023,1287
6420,3420,CASH,Success,01-11-2023,948
6421,3421,CASH,Failed,09-07-2023,1942
6422,3422,UPI,Failed,22-01-2023,654
6423,3423,CARD,Failed,12-11-2023,1579
6424,3424,CASH,Failed,03-02-2023,513
6425,3425,CASH,Success,02-07-2023,686
6426,3426,CARD,Success,19-09-2023,769
6427,3427,CASH,Failed,24-07-2023,495
6428,3428,UPI,Success,27-09-2023,1864
6429,3429,CARD,Failed,19-12-2023,475
6430,3430,CARD,Success,14-04-2023,1741
6431,3431,CASH,Success,30-08-2023,1954
6432,3432,CASH,Success,22-01-2023,1901
6433,3433,UPI,Success,22-01-2023,555
6434,3434,CASH,Failed,04-06-2023,768
6435,3435,CARD,Success,05-05-2023,1216
6436,3436,CASH,Success,31-12-2023,1734
6437,3437,CASH,Success,02-04-2023,552
6438,3438,CASH,Success,22-01-2023,460
6439,3439,CASH,Success,20-08-2023,588
6440,3440,CARD,Success,21-01-2023,1675
6441,3441,CASH,Success,22-01-2023,1530
6442,3442,UPI,Failed,04-07-2023,1171
6443,3443,CARD,Failed,16-09-2023,822
6444,3444,CARD,Success,29-11-2023,1896
6445,3445,CARD,Success,30-05-2023,300
6446,3446,CARD,Failed,21-08-2023,1702
6447,3447,CARD,Failed,10-06-2023,582
6448,3448,UPI,Success,22-02-2023,1616
6449,3449,CARD,Success,22-01-2023,1352
6450,3450,UPI,Success,22-03-2023,338
6451,3451,UPI,Success,21-01-2023,1873
6452,3452,UPI,Success,22-01-2023,1310
6453,3453,CARD,Success,21-04-2023,1660
6454,3454,UPI,Failed,23-05-2023,583
6455,3455,CARD,Failed,06-11-2023,1123
6456,3456,CARD,Success,08-12-2023,1109
6457,3457,CASH,Success,23-06-2023,1593
6458,3458,CASH,Failed,06-09-2023,1191
6459,3459,UPI,Success,07-05-2023,482
6460,3460,CARD,Success,12-10-2023,290
6461,3461,CASH,Success,07-11-2023,557
6462,3462,CARD,Success,26-12-2023,1804
6463,3463,CASH,Success,22-01-2023,1348
6464,3464,CASH,Success,11-04-2023,1007
6465,3465,CASH,Success,19-06-2023,1638
6466,3466,UPI,Success,01-04-2023,1006
6467,3467,UPI,Success,26-06-2023,1128
6468,3468,CARD,Success,30-04-2023,1387
6469,3469,CASH,Failed,12-06-2023,547
6470,3470,CARD,Failed,28-10-2023,1508
6471,3471,CASH,Failed,11-09-2023,1839
6472,3472,UPI,Success,08-06-2023,367
6473,3473,CARD,Success,04-02-2023,387
6474,3474,UPI,Success,22-01-2023,1414
6475,3475,UPI,Failed,27-12-2023,1654
6476,3476,UPI,Success,22-02-2023,1507
6477,3477,CASH,Success,18-07-2023,881
6478,3478,CARD,Failed,29-04-2023,1295
6479,3479,CASH,Success,27-06-2023,1293
6480,3480,UPI,Success,10-04-2023,1402
6481,3481,CASH,Failed,22-02-2023,1218
6482,3482,CARD,Success,20-08-2023,1523
6483,3483,CARD,Failed,16-09-2023,902
6484,3484,UPI,Success,22-12-2023,1228
6485,3485,CARD,Failed,22-01-2023,485
6486,3486,CASH,Success,13-08-2023,1253
6487,3487,UPI,Success,13-02-2023,1000
6488,3488,CASH,Success,08-08-2023,518
6489,3489,CARD,Success,22-01-2023,1572
6490,3490,CARD,Success,24-02-2023,1132
6491,3491,CASH,Success,20-11-2023,1950
6492,3492,CASH,Success,30-11-2023,360
6493,3493,CASH,Success,16-03-2023,1869
6494,3494,CASH,Success,23-08-2023,1554
6495,3495,CASH,Success,26-02-2023,568
6496,3496,CASH,Failed,09-08-2023,1610
6497,3497,CASH,Failed,22-01-2023,1098
6498,3498,CARD,Success,23-10-2023,794
6499,3499,CARD,Success,12-11-2023,521
6500,3500,CASH,Success,30-10-2023,1527
