order_id,customer_id,restaurant_id,order_date,order_time,order_status,Order_day,order_hour,delivery_time_minutes,total_amount
2776,1338,358,2023-05-15,13:45,Cancelled,Monday,13,69,523
2777,2350,345,2023-09-11,12:00,Cancelled,Monday,12,45,1571
2778,2137,348,2023-10-05,12:15,Delivered,Thursday,12,69,1580
2779,2438,346,2023-07-10,15:45,Delivered,Monday,15,42,414
2780,1500,323,2023-11-11,14:00,Cancelled,Saturday,14,52,1762
2781,2336,353,2023-11-02,17:00,Cancelled,Thursday,17,26,592
2782,1346,354,2023-06-24,16:00,Delivered,Saturday,16,65,675
2783,1281,386,2023-06-30,15:45,Cancelled,Friday,15,44,1245
2784,1990,381,2023-11-16,14:15,Cancelled,Thursday,14,59,837
2785,1994,344,2023-03-22,12:00,Delivered,Wednesday,12,45,1336
2786,1951,302,2023-01-27,19:15,Delivered,Friday,19,55,233
2787,1386,308,2023-10-05,13:30,Cancelled,Thursday,13,37,486
2788,1045,385,2023-11-11,12:45,Delivered,Saturday,12,37,1744
2789,1357,379,2023-04-21,17:00,Delivered,Friday,17,31,1785
2790,1603,315,2023-11-11,12:15,Delivered,Saturday,12,46,1779
2791,2019,321,2023-07-28,14:45,Delivered,Friday,14,31,467
2792,1347,346,2023-07-15,10:00,Delivered,Saturday,10,26,989
2793,1373,366,2023-11-11,22:00,Cancelled,Saturday,22,36,1326
2794,2023,383,2023-12-05,17:00,Delivered,Tuesday,17,32,848
2795,1375,312,2023-11-29,11:15,Delivered,Wednesday,11,36,1653
2796,1866,373,2023-04-25,13:30,Cancelled,Tuesday,13,33,1409
2797,1928,373,2023-06-02,20:00,Cancelled,Friday,20,62,570
2798,2407,383,2023-03-22,15:15,Cancelled,Wednesday,15,45,1478
2799,1259,321,2023-10-14,22:45,Cancelled,Saturday,22,68,1067
2800,1808,358,2023-06-22,21:30,Cancelled,Thursday,21,46,1012
2801,1984,339,2023-05-16,18:00,Delivered,Tuesday,18,65,1729
2802,2183,315,2023-06-21,20:45,Delivered,Wednesday,20,65,778
2803,1155,309,2023-12-27,18:30,Delivered,Wednesday,18,45,1955
2804,2402,386,2023-11-11,13:30,Delivered,Saturday,13,52,1143
2805,2156,370,2023-08-21,16:00,Cancelled,Monday,16,48,1452
2806,2344,345,2023-11-11,19:15,Delivered,Saturday,19,31,512
2807,2019,368,2023-10-11,19:45,Delivered,Wednesday,19,61,1541
2808,2242,328,2023-10-08,17:15,Cancelled,Sunday,17,24,214
2809,1025,376,2023-09-10,10:30,Delivered,Sunday,10,53,1015
2810,1385,311,2023-09-05,14:45,Delivered,Tuesday,14,41,1001
2811,2283,320,2023-07-28,13:45,Delivered,Friday,13,59,372
2812,1425,349,2023-12-13,15:00,Delivered,Wednesday,15,38,762
2813,2049,339,2023-07-18,10:00,Cancelled,Tuesday,10,64,418
2814,1833,349,2023-05-04,22:30,Delivered,Thursday,22,28,575
2815,1673,400,2023-09-15,11:45,Delivered,Friday,11,38,503
2816,1408,375,2023-07-03,11:45,Delivered,Monday,11,49,1747
2817,1301,375,2023-02-02,14:45,Delivered,Thursday,14,51,1572
2818,2032,311,2023-09-14,10:15,Delivered,Thursday,10,45,1890
2819,1103,340,2023-02-27,15:00,Cancelled,Monday,15,48,442
2820,1299,342,2023-03-09,17:30,Cancelled,Thursday,17,20,495
2821,1419,352,2023-08-19,22:15,Delivered,Saturday,22,34,1858
2822,1734,338,2023-06-19,18:15,Cancelled,Monday,18,59,1619
2823,1081,351,2023-09-15,10:30,Delivered,Friday,10,67,1822
2824,1644,305,2023-12-01,12:45,Cancelled,Friday,12,68,832
2825,2250,351,2023-11-20,10:45,Delivered,Monday,10,47,1467
2826,2150,389,2023-11-11,20:45,Delivered,Saturday,20,28,1303
2827,2067,335,2023-05-05,16:45,Delivered,Friday,16,38,1620
2828,1561,355,2023-08-22,19:45,Delivered,Tuesday,19,45,1624
2829,1043,352,2023-11-11,13:00,Delivered,Saturday,13,36,771
2830,1047,321,2023-08-12,18:45,Delivered,Saturday,18,55,447
2831,1830,330,2023-07-11,10:30,Cancelled,Tuesday,10,66,1447
2832,2104,343,2023-07-29,20:00,Delivered,Saturday,20,60,1840
2833,2294,400,2023-05-13,11:15,Cancelled,Saturday,11,28,761
2834,2109,375,2023-08-07,10:45,Cancelled,Monday,10,20,1165
2835,2077,314,2023-09-03,11:30,Cancelled,Sunday,11,41,1299
2836,1759,345,2023-04-10,16:45,Cancelled,Monday,16,45,1663
2837,1411,344,2023-09-02,19:30,Delivered,Saturday,19,22,1088
2838,2076,329,2023-10-20,19:15,Delivered,Friday,19,48,1996
2839,1770,349,2023-09-11,17:15,Cancelled,Monday,17,44,269
2840,1501,372,2023-11-21,19:45,Delivered,Tuesday,19,64,644
2841,1693,333,2023-09-08,10:45,Delivered,Friday,10,59,1788
2842,1281,329,2023-03-07,12:30,Delivered,Tuesday,12,28,677
2843,2206,335,2023-10-12,20:30,Delivered,Thursday,20,23,1036
2844,1522,372,2023-12-12,20:30,Delivered,Tuesday,20,52,1158
2845,1225,314,2023-04-12,13:00,Delivered,Wednesday,13,23,257
2846,1612,331,2023-11-11,18:15,Cancelled,Saturday,18,46,1805
2847,2157,321,2023-06-08,10:45,Cancelled,Thursday,10,40,943
2848,1507,349,2023-02-25,19:30,Delivered,Saturday,19,23,216
2849,1949,387,2023-07-04,10:15,Cancelled,Tuesday,10,57,310
2850,2359,390,2023-11-11,22:15,Delivered,Saturday,22,69,1358
2851,1386,336,2023-08-29,16:30,Cancelled,Tuesday,16,50,767
2852,2266,378,2023-05-15,16:45,Cancelled,Monday,16,58,958
2853,1181,381,2023-04-21,20:15,Delivered,Friday,20,31,1480
2854,1096,311,2023-12-16,21:45,Cancelled,Saturday,21,61,1039
2855,1062,339,2023-02-24,18:45,Delivered,Friday,18,25,1586
2856,1776,366,2023-05-21,12:30,Delivered,Sunday,12,45,1195
2857,1141,318,2023-05-08,18:00,Cancelled,Monday,18,47,1676
2858,1745,338,2023-03-28,10:45,Cancelled,Tuesday,10,54,1810
2859,2318,313,2023-08-05,14:45,Delivered,Saturday,14,57,1880
2860,1857,392,2023-05-25,21:45,Delivered,Thursday,21,60,1487
2861,1997,350,2023-06-24,10:15,Delivered,Saturday,10,25,476
2862,1323,362,2023-07-07,12:45,Delivered,Friday,12,34,1335
2863,2413,387,2023-04-10,18:30,Delivered,Monday,18,22,1291
2864,2281,371,2023-10-10,20:45,Delivered,Tuesday,20,55,1815
2865,2342,337,2023-05-29,10:45,Delivered,Monday,10,60,1051
2866,1813,388,2023-11-11,10:45,Delivered,Saturday,10,54,1139
2867,1513,393,2023-06-21,18:00,Cancelled,Wednesday,18,41,486
2868,1151,360,2023-10-12,11:00,Cancelled,Thursday,11,66,980
2869,2395,310,2023-08-21,14:15,Delivered,Monday,14,61,1576
2870,1105,370,2023-08-08,15:15,Delivered,Tuesday,15,57,741
2871,2034,319,2023-06-18,21:30,Delivered,Sunday,21,29,342
2872,1958,352,2023-03-21,17:15,Delivered,Tuesday,17,48,226
2873,1130,384,2023-01-16,22:15,Delivered,Monday,22,45,537
2874,1224,312,2023-02-25,17:30,Cancelled,Saturday,17,64,1558
2875,1482,383,2023-02-24,15:15,Delivered,Friday,15,45,383
2876,1122,374,2023-10-29,14:30,Delivered,Sunday,14,24,719
2877,2260,397,2023-11-23,22:30,Cancelled,Thursday,22,49,830
2878,1147,394,2023-01-10,20:00,Delivered,Tuesday,20,45,202
2879,1326,319,2023-11-28,20:00,Delivered,Tuesday,20,23,661
2880,1401,353,2023-03-23,22:15,Delivered,Thursday,22,59,1217
2881,1724,322,2023-06-04,12:30,Cancelled,Sunday,12,45,545
2882,2484,356,2023-02-18,11:15,Delivered,Saturday,11,45,1122
2883,2215,346,2023-06-25,21:30,Delivered,Sunday,21,49,1544
2884,2302,381,2023-03-24,21:45,Cancelled,Friday,21,47,480
2885,1724,304,2023-02-27,22:15,Cancelled,Monday,22,54,1242
2886,1835,397,2023-06-25,10:30,Cancelled,Sunday,10,28,1336
2887,2486,332,2023-12-09,14:45,Delivered,Saturday,14,22,1268
2888,1542,320,2023-10-18,18:00,Delivered,Wednesday,18,56,1370
2889,1641,333,2023-10-27,21:45,Cancelled,Friday,21,32,311
2890,1852,313,2023-11-11,22:15,Delivered,Saturday,22,43,1844
2891,1570,384,2023-05-29,12:00,Cancelled,Monday,12,21,1246
2892,1726,357,2023-07-04,17:30,Delivered,Tuesday,17,22,1833
2893,2445,355,2023-10-06,18:45,Cancelled,Friday,18,67,1915
2894,1608,387,2023-08-12,13:15,Cancelled,Saturday,13,53,1449
2895,1827,301,2023-01-09,17:45,Cancelled,Monday,17,50,414
2896,1051,324,2023-02-14,16:30,Delivered,Tuesday,16,45,563
2897,2295,344,2023-10-19,20:30,Delivered,Thursday,20,38,1388
2898,1685,396,2023-01-09,21:00,Cancelled,Monday,21,25,1137
2899,1508,317,2023-06-07,21:30,Cancelled,Wednesday,21,22,1362
2900,2497,309,2023-11-28,10:30,Delivered,Tuesday,10,34,808
2901,2328,316,2023-02-19,17:15,Delivered,Sunday,17,27,1720
2902,1039,314,2023-02-16,21:00,Delivered,Thursday,21,55,1895
2903,1852,340,2023-09-15,16:00,Cancelled,Friday,16,24,1225
2904,2405,308,2023-03-06,18:30,Delivered,Monday,18,32,1612
2905,1596,382,2023-10-21,16:00,Delivered,Saturday,16,21,1935
2906,1272,358,2023-03-19,22:00,Delivered,Sunday,22,31,712
2907,2317,328,2023-10-29,18:30,Delivered,Sunday,18,39,1489
2908,1821,351,2023-05-03,16:45,Cancelled,Wednesday,16,45,718
2909,2477,397,2023-05-01,22:30,Delivered,Monday,22,45,860
2910,1192,338,2023-05-14,13:45,Delivered,Sunday,13,22,1630
2911,1750,310,2023-08-21,22:30,Delivered,Monday,22,26,1322
2912,1634,355,2023-09-26,16:00,Delivered,Tuesday,16,39,897
2913,2436,333,2023-06-03,22:00,Delivered,Saturday,22,35,1858
2914,1980,384,2023-07-09,11:45,Cancelled,Sunday,11,45,1111
2915,1566,339,2023-11-11,13:00,Delivered,Saturday,13,52,820
2916,1426,390,2023-04-01,13:00,Cancelled,Saturday,13,38,1114
2917,1147,362,2023-03-27,19:30,Delivered,Monday,19,66,1492
2918,1413,391,2023-10-18,10:30,Cancelled,Wednesday,10,24,1415
2919,2292,327,2023-07-02,20:30,Delivered,Sunday,20,66,1635
2920,1444,318,2023-03-03,16:15,Delivered,Friday,16,45,494
2921,1269,323,2023-01-20,14:15,Delivered,Friday,14,55,758
2922,1519,377,2023-06-03,12:30,Cancelled,Saturday,12,60,1262
2923,1976,378,2023-12-02,14:30,Delivered,Saturday,14,44,487
2924,2108,346,2023-12-02,13:15,Delivered,Saturday,13,45,1672
2925,2087,381,2023-09-13,22:30,Cancelled,Wednesday,22,45,338
2926,2266,354,2023-10-24,22:00,Cancelled,Tuesday,22,26,1023
2927,2406,306,2023-08-25,20:45,Delivered,Friday,20,54,623
2928,1075,351,2023-02-02,11:00,Cancelled,Thursday,11,22,1685
2929,2226,314,2023-12-02,11:30,Delivered,Saturday,11,47,301
2930,2118,365,2023-12-02,10:00,Delivered,Saturday,10,46,540
2931,2096,316,2023-04-07,17:45,Delivered,Friday,17,44,1273
2932,1065,307,2023-12-22,12:30,Delivered,Friday,12,58,812
2933,1610,337,2023-04-26,17:15,Cancelled,Wednesday,17,25,1998
2934,1360,353,2023-04-11,11:45,Delivered,Tuesday,11,44,779
2935,2051,379,2023-08-21,20:45,Delivered,Monday,20,68,1539
2936,1242,328,2023-04-27,21:30,Delivered,Thursday,21,33,877
2937,2305,333,2023-12-17,15:15,Cancelled,Sunday,15,55,1866
2938,1453,335,2023-12-02,22:45,Cancelled,Saturday,22,45,1729
2939,2026,372,2023-12-02,15:30,Cancelled,Saturday,15,62,1153
2940,1556,362,2023-08-13,18:00,Cancelled,Sunday,18,45,477
2941,1855,355,2023-10-28,11:15,Delivered,Saturday,11,63,1473
2942,1383,311,2023-07-25,17:15,Delivered,Tuesday,17,51,768
2943,1462,325,2023-12-26,21:00,Delivered,Tuesday,21,58,700
2944,1458,310,2023-12-02,12:30,Cancelled,Saturday,12,23,1853
2945,1898,385,2023-10-23,20:15,Cancelled,Monday,20,56,508
2946,1614,363,2023-01-06,13:30,Delivered,Friday,13,46,413
2947,2275,388,2023-05-16,20:45,Delivered,Tuesday,20,45,463
2948,1192,335,2023-10-25,15:45,Delivered,Wednesday,15,49,244
2949,1683,318,2023-11-11,18:15,Cancelled,Saturday,18,45,1116
2950,1126,324,2023-12-19,21:45,Delivered,Tuesday,21,52,1497
2951,1041,347,2023-07-06,22:00,Cancelled,Thursday,22,46,1282
2952,2433,355,2023-08-21,19:00,Delivered,Monday,19,33,1852
2953,2381,317,2023-01-28,20:30,Cancelled,Saturday,20,68,1014
2954,1610,357,2023-06-29,12:30,Delivered,Thursday,12,52,969
2955,1948,328,2023-12-04,22:30,Delivered,Monday,22,22,345
2956,2204,351,2023-01-01,16:30,Delivered,Sunday,16,66,201
2957,1824,312,2023-05-26,15:15,Cancelled,Friday,15,49,1413
2958,1948,332,2023-03-04,14:15,Delivered,Saturday,14,46,1196
2959,1300,330,2023-01-27,17:30,Cancelled,Friday,17,58,1411
2960,2020,302,2023-12-02,15:30,Delivered,Saturday,15,53,807
2961,1364,303,2023-08-07,18:30,Delivered,Monday,18,65,985
2962,2008,326,2023-08-04,15:00,Delivered,Friday,15,22,1225
2963,1556,306,2023-03-30,20:00,Delivered,Thursday,20,51,1901
2964,1231,342,2023-12-05,11:30,Cancelled,Tuesday,11,65,828
2965,2219,389,2023-02-14,14:00,Cancelled,Tuesday,14,54,1845
2966,2360,302,2023-12-02,16:15,Cancelled,Saturday,16,30,209
2967,1491,347,2023-05-02,11:45,Delivered,Tuesday,11,45,1221
2968,1934,351,2023-11-04,22:30,Cancelled,Saturday,22,41,318
2969,1846,397,2023-06-07,19:15,Cancelled,Wednesday,19,28,1535
2970,1048,398,2023-04-08,11:00,Cancelled,Saturday,11,28,972
2971,2155,354,2023-11-09,21:00,Delivered,Thursday,21,54,368
2972,1525,307,2023-08-01,17:45,Delivered,Tuesday,17,67,1767
2973,1087,315,2023-06-19,11:00,Cancelled,Monday,11,56,883
2974,1189,385,2023-12-02,13:45,Cancelled,Saturday,13,57,382
2975,2427,373,2023-07-28,19:00,Delivered,Friday,19,50,1407
2976,1506,375,2023-08-23,21:15,Delivered,Wednesday,21,37,1440
2977,1119,342,2023-11-17,10:00,Delivered,Friday,10,60,1309
2978,1238,340,2023-03-18,20:30,Cancelled,Saturday,20,45,1762
2979,1675,345,2023-12-14,14:00,Delivered,Thursday,14,56,1801
2980,2388,313,2023-12-02,21:00,Delivered,Saturday,21,34,1829
2981,2216,341,2023-08-29,20:00,Cancelled,Tuesday,20,53,904
2982,2313,338,2023-06-09,22:45,Cancelled,Friday,22,70,779
2983,1637,378,2023-06-17,19:00,Delivered,Saturday,19,65,607
2984,2006,375,2023-10-27,18:15,Cancelled,Friday,18,51,1794
2985,2284,303,2023-12-02,17:00,Delivered,Saturday,17,51,1508
2986,1071,318,2023-05-15,21:00,Delivered,Monday,21,65,1878
2987,1838,313,2023-12-13,11:15,Delivered,Wednesday,11,20,1592
2988,2187,311,2023-04-04,12:30,Cancelled,Tuesday,12,38,811
2989,1692,397,2023-08-31,22:30,Delivered,Thursday,22,61,1804
2990,1791,370,2023-05-19,18:00,Delivered,Friday,18,40,511
2991,1162,356,2023-12-14,12:30,Delivered,Thursday,12,52,1706
2992,1216,327,2023-03-06,17:30,Delivered,Monday,17,64,1163
2993,1815,395,2023-01-18,16:00,Delivered,Wednesday,16,70,1953
2994,2030,353,2023-08-03,16:00,Cancelled,Thursday,16,40,1204
2995,2472,339,2023-06-25,14:00,Delivered,Sunday,14,48,509
2996,1716,306,2023-02-07,16:00,Delivered,Tuesday,16,67,1734
2997,1028,360,2023-10-05,13:00,Delivered,Thursday,13,29,1432
2998,1364,400,2023-12-27,21:00,Delivered,Wednesday,21,38,403
2999,1021,327,2023-06-15,20:30,Cancelled,Thursday,20,45,1007
3000,1922,394,2023-12-25,16:00,Cancelled,Monday,16,49,984
3001,2088,359,2023-06-03,11:30,Delivered,Saturday,11,26,1380
3002,1844,350,2023-09-10,16:15,Delivered,Sunday,16,38,748
3003,1494,307,2023-10-14,21:30,Delivered,Saturday,21,62,379
3004,1975,346,2023-09-10,13:00,Delivered,Sunday,13,21,1725
3005,2438,304,2023-04-20,17:15,Delivered,Thursday,17,63,941
3006,1763,328,2023-03-26,11:00,Delivered,Sunday,11,64,1090
3007,1159,327,2023-08-31,10:45,Delivered,Thursday,10,45,1312
3008,1241,372,2023-03-28,16:45,Cancelled,Tuesday,16,26,570
3009,1246,360,2023-06-29,19:45,Delivered,Thursday,19,44,1384
3010,1917,362,2023-04-26,15:45,Delivered,Wednesday,15,65,301
3011,1467,369,2023-07-17,13:15,Cancelled,Monday,13,45,453
3012,1316,369,2023-12-07,20:30,Delivered,Thursday,20,54,830
3013,1505,302,2023-01-10,10:45,Delivered,Tuesday,10,28,1581
3014,1998,316,2023-12-18,18:00,Delivered,Monday,18,47,1481
3015,2433,365,2023-11-15,14:00,Cancelled,Wednesday,14,24,880
3016,2102,325,2023-12-05,22:00,Delivered,Tuesday,22,25,420
3017,1317,301,2023-04-30,10:30,Delivered,Sunday,10,34,338
3018,1441,310,2023-06-24,11:15,Cancelled,Saturday,11,53,922
3019,1022,389,2023-09-10,18:30,Delivered,Sunday,18,52,815
3020,2337,351,2023-02-25,15:30,Delivered,Saturday,15,42,392
3021,1751,341,2023-09-24,21:30,Delivered,Sunday,21,65,823
3022,1965,346,2023-06-13,20:30,Cancelled,Tuesday,20,60,1726
3023,2277,381,2023-10-30,10:30,Delivered,Monday,10,60,247
3024,1780,332,2023-08-14,18:00,Delivered,Monday,18,45,1653
3025,2244,304,2023-08-13,16:30,Delivered,Sunday,16,20,585
3026,1041,381,2023-06-01,15:30,Cancelled,Thursday,15,54,1268
3027,1067,360,2023-06-12,10:00,Cancelled,Monday,10,41,388
3028,1821,317,2023-10-17,13:45,Delivered,Tuesday,13,49,1985
3029,1141,315,2023-04-21,13:30,Delivered,Friday,13,41,1970
3030,1160,326,2023-10-27,20:30,Delivered,Friday,20,45,1969
3031,1229,309,2023-09-14,20:00,Cancelled,Thursday,20,66,1247
3032,1855,326,2023-11-24,22:15,Delivered,Friday,22,56,521
3033,2369,321,2023-12-30,14:00,Cancelled,Saturday,14,58,1154
3034,1349,381,2023-05-21,15:30,Delivered,Sunday,15,65,1120
3035,2247,399,2023-09-29,12:00,Delivered,Friday,12,32,727
3036,1132,353,2023-04-26,11:00,Cancelled,Wednesday,11,56,1512
3037,1300,376,2023-11-15,22:45,Cancelled,Wednesday,22,53,610
3038,1149,331,2023-06-28,10:00,Delivered,Wednesday,10,42,393
3039,1063,370,2023-08-04,11:15,Delivered,Friday,11,59,864
3040,2266,354,2023-07-28,22:45,Delivered,Friday,22,45,856
3041,2273,365,2023-06-19,16:30,Cancelled,Monday,16,70,1763
3042,1891,397,2023-02-05,14:30,Cancelled,Sunday,14,32,1521
3043,1746,368,2023-08-19,18:00,Delivered,Saturday,18,40,464
3044,1517,308,2023-12-23,15:30,Delivered,Saturday,15,61,1189
3045,1077,378,2023-05-15,18:30,Delivered,Monday,18,68,1546
3046,1595,350,2023-12-06,19:15,Delivered,Wednesday,19,38,971
3047,1545,302,2023-09-10,17:00,Delivered,Sunday,17,68,1128
3048,1838,338,2023-09-10,20:30,Delivered,Sunday,20,27,949
3049,2044,366,2023-08-03,19:30,Delivered,Thursday,19,66,1909
3050,1375,391,2023-05-01,21:15,Delivered,Monday,21,35,1678
3051,1031,315,2023-03-15,16:15,Cancelled,Wednesday,16,45,1392
3052,2377,306,2023-10-23,12:15,Delivered,Monday,12,45,273
3053,2052,355,2023-11-16,18:30,Cancelled,Thursday,18,59,1664
3054,1715,326,2023-09-10,20:30,Cancelled,Sunday,20,68,1625
3055,2232,332,2023-03-03,20:15,Delivered,Friday,20,20,1969
3056,2411,340,2023-02-08,18:45,Delivered,Wednesday,18,53,1615
3057,2088,370,2023-08-05,16:00,Delivered,Saturday,16,54,760
3058,1984,366,2023-07-24,13:00,Delivered,Monday,13,53,1570
3059,2209,349,2023-09-10,18:45,Delivered,Sunday,18,51,928
3060,1890,311,2023-06-21,15:15,Cancelled,Wednesday,15,24,932
3061,1111,348,2023-07-28,19:30,Delivered,Friday,19,21,1185
3062,2140,320,2023-08-30,19:30,Cancelled,Wednesday,19,63,856
3063,1253,302,2023-04-29,12:45,Delivered,Saturday,12,20,1557
3064,1871,347,2023-09-28,19:30,Delivered,Thursday,19,54,239
3065,1682,342,2023-04-06,21:30,Cancelled,Thursday,21,32,340
3066,1305,345,2023-03-30,22:30,Delivered,Thursday,22,20,1378
3067,1126,370,2023-01-01,16:30,Delivered,Sunday,16,27,523
3068,1570,302,2023-05-09,18:30,Delivered,Tuesday,18,25,759
3069,2353,380,2023-09-10,14:00,Cancelled,Sunday,14,43,1691
3070,1804,322,2023-08-08,20:00,Delivered,Tuesday,20,52,1285
3071,2480,363,2023-03-14,12:00,Delivered,Tuesday,12,65,1610
3072,1305,367,2023-08-11,14:00,Cancelled,Friday,14,35,1411
3073,1671,339,2023-07-23,11:45,Delivered,Sunday,11,20,778
3074,1787,311,2023-09-10,15:15,Delivered,Sunday,15,56,1440
3075,2352,344,2023-06-29,20:00,Cancelled,Thursday,20,27,262
3076,1714,336,2023-10-19,12:30,Delivered,Thursday,12,45,1521
3077,2091,353,2023-03-02,18:00,Cancelled,Thursday,18,47,872
3078,1484,351,2023-10-15,15:45,Cancelled,Sunday,15,55,1067
3079,1439,370,2023-04-06,14:30,Delivered,Thursday,14,37,1631
3080,1071,305,2023-09-28,10:45,Delivered,Thursday,10,29,731
3081,1518,328,2023-09-10,17:45,Delivered,Sunday,17,52,1907
3082,1087,374,2023-08-11,22:15,Delivered,Friday,22,51,1408
3083,1605,319,2023-02-03,11:15,Delivered,Friday,11,26,1979
3084,2100,355,2023-09-04,13:00,Delivered,Monday,13,34,1937
3085,1918,389,2023-05-23,19:30,Delivered,Tuesday,19,21,854
3086,1684,372,2023-04-08,17:15,Cancelled,Saturday,17,66,1552
3087,1465,312,2023-07-03,13:00,Cancelled,Monday,13,37,1358
3088,1487,369,2023-01-28,21:30,Cancelled,Saturday,21,60,989
3089,1046,395,2023-11-04,19:15,Cancelled,Saturday,19,27,1106
3090,1936,344,2023-11-27,15:00,Cancelled,Monday,15,53,1136
3091,2221,327,2023-09-10,12:30,Delivered,Sunday,12,59,1286
3092,1720,349,2023-03-15,21:30,Delivered,Wednesday,21,67,895
3093,1333,388,2023-01-30,10:45,Delivered,Monday,10,39,223
3094,1994,380,2023-11-26,12:15,Delivered,Sunday,12,67,274
3095,2227,326,2023-04-01,20:15,Cancelled,Saturday,20,34,707
3096,1067,317,2023-04-06,21:30,Delivered,Thursday,21,25,1653
3097,2382,394,2023-06-30,19:30,Cancelled,Friday,19,66,1104
3098,1379,327,2023-09-10,11:45,Cancelled,Sunday,11,51,1212
3099,1418,322,2023-11-30,18:30,Delivered,Thursday,18,27,771
3100,1645,389,2023-12-18,14:00,Delivered,Monday,14,39,643
3101,1126,394,2023-03-30,11:15,Delivered,Thursday,11,66,1095
3102,2022,335,2023-12-27,15:00,Delivered,Wednesday,15,29,777
3103,1389,399,2023-06-04,14:15,Delivered,Sunday,14,41,1543
3104,1596,321,2023-12-31,10:30,Delivered,Sunday,10,45,1721
3105,2166,308,2023-09-23,18:45,Cancelled,Saturday,18,69,471
3106,1823,355,2023-12-01,22:15,Delivered,Friday,22,52,382
3107,1695,302,2023-11-02,19:30,Delivered,Thursday,19,45,1798
3108,1553,352,2023-01-11,17:15,Cancelled,Wednesday,17,34,1578
3109,1046,400,2023-08-10,13:00,Cancelled,Thursday,13,51,1589
3110,1530,381,2023-08-07,10:30,Delivered,Monday,10,45,1076
3111,1775,337,2023-05-29,17:45,Delivered,Monday,17,36,316
3112,2119,335,2023-09-03,20:00,Cancelled,Sunday,20,29,748
3113,2471,377,2023-01-17,17:45,Delivered,Tuesday,17,67,1618
3114,2031,324,2023-11-11,17:30,Delivered,Saturday,17,66,307
3115,1221,350,2023-08-20,22:00,Delivered,Sunday,22,24,1628
3116,1899,320,2023-11-23,20:30,Cancelled,Thursday,20,22,1422
3117,1772,325,2023-12-06,14:00,Delivered,Wednesday,14,68,751
3118,1325,341,2023-07-17,14:30,Cancelled,Monday,14,46,656
3119,2186,392,2023-10-21,21:45,Delivered,Saturday,21,34,1314
3120,1421,302,2023-06-27,10:00,Cancelled,Tuesday,10,60,265
3121,1049,323,2023-08-23,18:30,Cancelled,Wednesday,18,29,1090
3122,1788,327,2023-08-28,16:15,Cancelled,Monday,16,36,1420
3123,1822,328,2023-09-10,19:30,Delivered,Sunday,19,47,858
3124,2478,349,2023-12-27,22:15,Cancelled,Wednesday,22,39,288
3125,1948,368,2023-08-22,18:15,Cancelled,Tuesday,18,24,1712
3126,1247,348,2023-09-10,16:00,Delivered,Sunday,16,23,1757
3127,2489,361,2023-06-27,18:45,Cancelled,Tuesday,18,39,1272
3128,1030,384,2023-08-17,20:45,Delivered,Thursday,20,66,1073
3129,1531,363,2023-07-01,16:15,Cancelled,Saturday,16,28,890
3130,1533,366,2023-09-10,17:15,Delivered,Sunday,17,60,947
3131,2382,347,2023-01-14,15:15,Cancelled,Saturday,15,45,1602
3132,2047,321,2023-09-10,12:30,Cancelled,Sunday,12,60,1036
3133,1613,305,2023-04-10,13:00,Cancelled,Monday,13,65,1859
3134,2093,374,2023-11-18,13:30,Delivered,Saturday,13,42,663
3135,1773,326,2023-09-10,19:15,Cancelled,Sunday,19,36,1950
3136,2326,308,2023-09-10,14:00,Cancelled,Sunday,14,52,1377
3137,1463,321,2023-11-17,13:30,Cancelled,Friday,13,34,1624
3138,1731,367,2023-07-16,22:00,Delivered,Sunday,22,57,1180
3139,1639,376,2023-04-15,15:30,Delivered,Saturday,15,57,1367
3140,1494,371,2023-12-01,11:30,Cancelled,Friday,11,45,619
3141,1953,340,2023-07-18,12:15,Delivered,Tuesday,12,45,603
3142,1305,340,2023-08-07,12:30,Delivered,Monday,12,30,483
3143,1565,400,2023-09-06,22:00,Delivered,Wednesday,22,55,1130
3144,2173,377,2023-02-18,12:00,Delivered,Saturday,12,62,426
3145,2430,312,2023-03-30,10:15,Cancelled,Thursday,10,69,1367
3146,1839,307,2023-09-19,18:30,Delivered,Tuesday,18,44,1080
3147,1959,324,2023-05-12,10:30,Delivered,Friday,10,56,273
3148,1006,398,2023-08-24,15:45,Cancelled,Thursday,15,59,612
3149,1122,355,2023-09-10,19:30,Cancelled,Sunday,19,29,1225
3150,1664,386,2023-06-17,14:15,Cancelled,Saturday,14,45,1378
3151,1041,390,2023-05-31,20:30,Delivered,Wednesday,20,52,827
3152,2249,330,2023-05-01,22:45,Delivered,Monday,22,55,859
3153,1139,344,2023-03-22,19:45,Delivered,Wednesday,19,46,1174
3154,2089,318,2023-11-29,14:00,Delivered,Wednesday,14,63,1542
3155,2007,303,2023-07-24,14:00,Cancelled,Monday,14,23,1824
3156,1298,393,2023-10-29,20:00,Cancelled,Sunday,20,58,1137
3157,1083,360,2023-01-26,17:15,Delivered,Thursday,17,39,511
3158,2278,353,2023-06-17,17:15,Delivered,Saturday,17,37,206
3159,1735,310,2023-09-27,11:30,Delivered,Wednesday,11,63,1318
3160,1492,367,2023-07-13,14:15,Delivered,Thursday,14,21,288
3161,1817,391,2023-01-18,21:30,Delivered,Wednesday,21,46,915
3162,2171,360,2023-06-17,20:45,Cancelled,Saturday,20,67,533
3163,1869,351,2023-06-17,17:45,Delivered,Saturday,17,39,1359
