delivery_id,order_id,delivery_partner_id,delivery_distance_km,delivery_time_minutes,delay_flag,delay_time_bucket,delivery_status
7173,3173,747,4,69,Late,40+,Delivered
7174,3174,758,7,45,Late,40+,Delivered
7175,3175,704,18,40,On Time,31-40,Delivered
7176,3176,793,4,30,On Time,21-30,Delivered
7177,3177,793,9,43,Late,40+,Delivered
7178,3178,764,18,27,On Time,21-30,Delivered
7179,3179,748,19,40,On Time,31-40,Delivered
7180,3180,795,5,32,On Time,31-40,Delivered
7181,3181,737,9,50,Late,40+,Delivered
7182,3182,783,8,46,Late,40+,Delivered
7183,3183,742,4,59,Late,40+,Delivered
7184,3184,759,3,59,Late,40+,Delivered
7185,3185,789,16,39,On Time,31-40,Delivered
7186,3186,731,17,51,Late,40+,Delivered
7187,3187,724,9,28,On Time,21-30,Delivered
7188,3188,796,13,23,On Time,21-30,Delivered
7189,3189,728,17,42,Late,40+,Delivered
7190,3190,787,11,23,On Time,21-30,Delivered
7191,3191,800,6,40,On Time,31-40,Delivered
7192,3192,719,6,69,Late,40+,Delivered
7193,3193,768,10,30,On Time,21-30,Delivered
7194,3194,709,1,38,On Time,31-40,Delivered
7195,3195,742,17,61,Late,40+,Delivered
7196,3196,774,12,43,Late,40+,Delivered
7197,3197,739,16,38,On Time,31-40,Delivered
7198,3198,709,5,66,Late,40+,Delivered
7199,3199,790,15,63,Late,40+,Delivered
7200,3200,755,2,57,Late,40+,Delivered
7201,3201,752,2,32,On Time,31-40,Delivered
7202,3202,773,19,66,Late,40+,Delivered
7203,3203,800,1,69,Late,40+,Delivered
7204,3204,755,8,67,Late,40+,Delivered
7205,3205,771,1,22,On Time,21-30,Delivered
7206,3206,784,15,69,Late,40+,Delivered
7207,3207,754,13,43,Late,40+,Delivered
7208,3208,734,12,70,Late,40+,Delivered
7209,3209,766,17,28,On Time,21-30,Delivered
7210,3210,782,20,41,Late,40+,Delivered
7211,3211,702,13,52,Late,40+,Delivered
7212,3212,770,18,45,Late,40+,Delivered
7213,3213,718,3,55,Late,40+,Delivered
7214,3214,712,19,56,Late,40+,Delivered
7215,3215,713,5,21,On Time,21-30,Delivered
7216,3216,726,17,65,Late,40+,Delivered
7217,3217,723,19,33,On Time,31-40,Delivered
7218,3218,725,9,59,Late,40+,Delivered
7219,3219,739,19,45,Late,40+,Delivered
7220,3220,737,11,65,Late,40+,Delivered
7221,3221,708,13,60,Late,40+,Delivered
7222,3222,772,5,38,On Time,31-40,Delivered
7223,3223,705,14,64,Late,40+,Delivered
7224,3224,720,12,49,Late,40+,Delivered
7225,3225,760,11,34,On Time,31-40,Delivered
7226,3226,793,2,21,On Time,21-30,Delivered
7227,3227,785,18,39,On Time,31-40,Delivered
7228,3228,800,17,66,Late,40+,Delivered
7229,3229,800,1,68,Late,40+,Delivered
7230,3230,723,2,52,Late,40+,Delivered
7231,3231,750,6,64,Late,40+,Delivered
7232,3232,791,16,55,Late,40+,Delivered
7233,3233,730,11,31,On Time,31-40,Delivered
7234,3234,743,2,38,On Time,31-40,Delivered
7235,3235,706,12,68,Late,40+,Delivered
7236,3236,738,20,44,Late,40+,Delivered
7237,3237,717,18,49,Late,40+,Delivered
7238,3238,778,5,21,On Time,21-30,Delivered
7239,3239,790,13,62,Late,40+,Delivered
7240,3240,704,15,37,On Time,31-40,Delivered
7241,3241,780,7,45,Late,40+,Delivered
7242,3242,799,1,21,On Time,21-30,Delivered
7243,3243,732,9,20,On Time,0-20,Delivered
7244,3244,741,2,48,Late,40+,Delivered
7245,3245,717,11,70,Late,40+,Delivered
7246,3246,781,12,45,Late,40+,Delivered
7247,3247,756,1,20,On Time,0-20,Delivered
7248,3248,753,13,39,On Time,31-40,Delivered
7249,3249,739,6,43,Late,40+,Delivered
7250,3250,728,4,25,On Time,21-30,Delivered
7251,3251,715,2,24,On Time,21-30,Delivered
7252,3252,751,8,29,On Time,21-30,Delivered
7253,3253,710,14,67,Late,40+,Delivered
7254,3254,741,4,48,Late,40+,Delivered
7255,3255,731,4,55,Late,40+,Delivered
7256,3256,774,16,52,Late,40+,Delivered
7257,3257,735,16,53,Late,40+,Delivered
7258,3258,737,9,45,Late,40+,Delivered
7259,3259,711,2,32,On Time,31-40,Delivered
7260,3260,705,8,39,On Time,31-40,Delivered
7261,3261,776,18,61,Late,40+,Delivered
7262,3262,725,9,31,On Time,31-40,Delivered
7263,3263,748,1,54,Late,40+,Delivered
7264,3264,797,2,34,On Time,31-40,Delivered
7265,3265,784,16,20,On Time,0-20,Delivered
7266,3266,796,8,59,Late,40+,Delivered
7267,3267,734,10,64,Late,40+,Delivered
7268,3268,715,20,36,On Time,31-40,Delivered
7269,3269,779,13,46,Late,40+,Delivered
7270,3270,797,12,66,Late,40+,Delivered
7271,3271,727,5,31,On Time,31-40,Delivered
7272,3272,771,14,45,Late,40+,Delivered
7273,3273,776,5,57,Late,40+,Delivered
7274,3274,703,4,42,Late,40+,Delivered
7275,3275,732,1,54,Late,40+,Delivered
7276,3276,791,13,56,Late,40+,Delivered
7277,3277,701,13,35,On Time,31-40,Delivered
7278,3278,798,19,45,Late,40+,Delivered
7279,3279,754,1,62,Late,40+,Delivered
7280,3280,774,20,54,Late,40+,Delivered
7281,3281,758,11,45,Late,40+,Delivered
7282,3282,775,16,25,On Time,21-30,Delivered
7283,3283,784,20,48,Late,40+,Delivered
7284,3284,701,4,45,Late,40+,Delivered
7285,3285,734,17,57,Late,40+,Delivered
7286,3286,735,20,50,Late,40+,Delivered
7287,3287,778,14,60,Late,40+,Delivered
7288,3288,784,13,53,Late,40+,Delivered
7289,3289,750,6,45,Late,40+,Delivered
7290,3290,795,9,53,Late,40+,Delivered
7291,3291,797,16,45,Late,40+,Delivered
7292,3292,786,8,24,On Time,21-30,Delivered
7293,3293,775,15,45,Late,40+,Delivered
7294,3294,752,6,45,Late,40+,Delivered
7295,3295,748,3,62,Late,40+,Delivered
7296,3296,752,16,36,On Time,31-40,Delivered
7297,3297,737,5,52,Late,40+,Delivered
7298,3298,754,14,40,On Time,31-40,Delivered
7299,3299,772,1,59,Late,40+,Delivered
7300,3300,736,2,41,Late,40+,Delivered
7301,3301,703,14,66,Late,40+,Delivered
7302,3302,708,6,62,Late,40+,Delivered
7303,3303,792,9,46,Late,40+,Delivered
7304,3304,735,18,26,On Time,21-30,Delivered
7305,3305,790,7,45,Late,40+,Delivered
7306,3306,776,15,42,Late,40+,Delivered
7307,3307,757,12,70,Late,40+,Delivered
7308,3308,711,4,30,On Time,21-30,Delivered
7309,3309,763,8,22,On Time,21-30,Delivered
7310,3310,711,15,45,Late,40+,Delivered
7311,3311,736,8,45,Late,40+,Delivered
7312,3312,728,17,59,Late,40+,Delivered
7313,3313,745,10,45,Late,40+,Delivered
7314,3314,711,8,29,On Time,21-30,Delivered
7315,3315,757,4,28,On Time,21-30,Delivered
7316,3316,710,1,45,Late,40+,Delivered
7317,3317,778,14,31,On Time,31-40,Delivered
7318,3318,735,15,52,Late,40+,Delivered
7319,3319,738,7,35,On Time,31-40,Delivered
7320,3320,791,9,21,On Time,21-30,Delivered
7321,3321,719,19,43,Late,40+,Delivered
7322,3322,722,6,38,On Time,31-40,Delivered
7323,3323,781,16,29,On Time,21-30,Delivered
7324,3324,790,11,22,On Time,21-30,Delivered
7325,3325,752,14,20,On Time,0-20,Delivered
7326,3326,710,5,38,On Time,31-40,Delivered
7327,3327,740,11,20,On Time,0-20,Delivered
7328,3328,790,7,46,Late,40+,Delivered
7329,3329,784,7,50,Late,40+,Delivered
7330,3330,775,7,63,Late,40+,Delivered
7331,3331,775,5,39,On Time,31-40,Delivered
7332,3332,736,20,62,Late,40+,Delivered
7333,3333,750,19,56,Late,40+,Delivered
7334,3334,751,15,64,Late,40+,Delivered
7335,3335,771,12,29,On Time,21-30,Delivered
7336,3336,721,14,45,Late,40+,Delivered
7337,3337,745,2,67,Late,40+,Delivered
7338,3338,800,12,38,On Time,31-40,Delivered
7339,3339,778,20,65,Late,40+,Delivered
7340,3340,718,1,46,Late,40+,Delivered
7341,3341,759,15,46,Late,40+,Delivered
7342,3342,784,5,63,Late,40+,Delivered
7343,3343,781,19,48,Late,40+,Delivered
7344,3344,774,11,20,On Time,0-20,Delivered
7345,3345,702,20,49,Late,40+,Delivered
7346,3346,777,7,56,Late,40+,Delivered
7347,3347,784,2,65,Late,40+,Delivered
7348,3348,701,4,44,Late,40+,Delivered
7349,3349,759,13,24,On Time,21-30,Delivered
7350,3350,757,1,69,Late,40+,Delivered
7351,3351,723,2,64,Late,40+,Delivered
7352,3352,792,3,29,On Time,21-30,Delivered
7353,3353,773,7,20,On Time,0-20,Delivered
7354,3354,789,3,56,Late,40+,Delivered
7355,3355,781,5,21,On Time,21-30,Delivered
7356,3356,768,7,63,Late,40+,Delivered
7357,3357,760,1,45,Late,40+,Delivered
7358,3358,784,7,63,Late,40+,Delivered
7359,3359,734,2,42,Late,40+,Delivered
7360,3360,702,12,34,On Time,31-40,Delivered
7361,3361,724,8,68,Late,40+,Delivered
7362,3362,726,4,65,Late,40+,Delivered
7363,3363,710,10,24,On Time,21-30,Delivered
7364,3364,773,8,27,On Time,21-30,Delivered
7365,3365,756,9,35,On Time,31-40,Delivered
7366,3366,784,3,67,Late,40+,Delivered
7367,3367,714,15,43,Late,40+,Delivered
7368,3368,737,4,59,Late,40+,Delivered
7369,3369,705,19,36,On Time,31-40,Delivered
7370,3370,762,5,32,On Time,31-40,Delivered
7371,3371,768,12,68,Late,40+,Delivered
7372,3372,712,4,38,On Time,31-40,Delivered
7373,3373,755,3,68,Late,40+,Delivered
7374,3374,734,4,23,On Time,21-30,Delivered
7375,3375,749,4,29,On Time,21-30,Delivered
7376,3376,761,10,56,Late,40+,Delivered
7377,3377,731,6,67,Late,40+,Delivered
7378,3378,784,15,45,Late,40+,Delivered
7379,3379,733,1,45,Late,40+,Delivered
7380,3380,788,4,45,Late,40+,Delivered
7381,3381,795,6,50,Late,40+,Delivered
7382,3382,715,12,64,Late,40+,Delivered
7383,3383,703,14,67,Late,40+,Delivered
7384,3384,778,6,27,On Time,21-30,Delivered
7385,3385,715,9,62,Late,40+,Delivered
7386,3386,706,20,54,Late,40+,Delivered
7387,3387,742,18,30,On Time,21-30,Delivered
7388,3388,790,17,43,Late,40+,Delivered
7389,3389,748,7,47,Late,40+,Delivered
7390,3390,780,14,69,Late,40+,Delivered
7391,3391,769,4,32,On Time,31-40,Delivered
7392,3392,743,6,68,Late,40+,Delivered
7393,3393,722,3,26,On Time,21-30,Delivered
7394,3394,748,20,44,Late,40+,Delivered
7395,3395,711,6,45,Late,40+,Delivered
7396,3396,764,4,52,Late,40+,Delivered
7397,3397,767,9,33,On Time,31-40,Delivered
7398,3398,786,9,44,Late,40+,Delivered
7399,3399,746,6,32,On Time,31-40,Delivered
7400,3400,788,15,58,Late,40+,Delivered
7401,3401,792,1,60,Late,40+,Delivered
7402,3402,758,4,45,Late,40+,Delivered
7403,3403,746,18,26,On Time,21-30,Delivered
7404,3404,768,15,58,Late,40+,Delivered
7405,3405,797,10,24,On Time,21-30,Delivered
7406,3406,797,2,49,Late,40+,Delivered
7407,3407,727,15,51,Late,40+,Delivered
7408,3408,792,4,46,Late,40+,Delivered
7409,3409,764,16,45,Late,40+,Delivered
7410,3410,743,15,55,Late,40+,Delivered
7411,3411,764,15,67,Late,40+,Delivered
7412,3412,723,11,24,On Time,21-30,Delivered
7413,3413,794,6,55,Late,40+,Delivered
7414,3414,772,15,30,On Time,21-30,Delivered
7415,3415,720,13,22,On Time,21-30,Delivered
7416,3416,741,17,21,On Time,21-30,Delivered
7417,3417,725,7,35,On Time,31-40,Delivered
7418,3418,741,13,64,Late,40+,Delivered
7419,3419,701,10,23,On Time,21-30,Delivered
7420,3420,766,11,20,On Time,0-20,Delivered
7421,3421,786,12,45,Late,40+,Delivered
7422,3422,763,19,37,On Time,31-40,Delivered
7423,3423,705,1,45,Late,40+,Delivered
7424,3424,702,13,57,Late,40+,Delivered
7425,3425,780,12,66,Late,40+,Delivered
7426,3426,732,11,27,On Time,21-30,Delivered
7427,3427,712,14,61,Late,40+,Delivered
7428,3428,783,15,59,Late,40+,Delivered
7429,3429,723,17,41,Late,40+,Delivered
7430,3430,780,10,26,On Time,21-30,Delivered
7431,3431,754,10,42,Late,40+,Delivered
7432,3432,714,9,45,Late,40+,Delivered
7433,3433,705,14,58,Late,40+,Delivered
7434,3434,784,6,46,Late,40+,Delivered
7435,3435,799,17,45,Late,40+,Delivered
7436,3436,741,9,65,Late,40+,Delivered
7437,3437,707,14,45,Late,40+,Delivered
7438,3438,797,11,43,Late,40+,Delivered
7439,3439,709,12,22,On Time,21-30,Delivered
7440,3440,798,7,23,On Time,21-30,Delivered
7441,3441,751,11,56,Late,40+,Delivered
7442,3442,793,8,70,Late,40+,Delivered
7443,3443,743,9,67,Late,40+,Delivered
7444,3444,732,16,46,Late,40+,Delivered
7445,3445,746,1,59,Late,40+,Delivered
7446,3446,702,17,21,On Time,21-30,Delivered
7447,3447,711,4,45,Late,40+,Delivered
7448,3448,730,12,45,Late,40+,Delivered
7449,3449,745,4,47,Late,40+,Delivered
7450,3450,716,20,45,Late,40+,Delivered
7451,3451,780,5,59,Late,40+,Delivered
7452,3452,732,18,51,Late,40+,Delivered
7453,3453,755,20,32,On Time,31-40,Delivered
7454,3454,739,13,45,Late,40+,Delivered
7455,3455,785,3,55,Late,40+,Delivered
7456,3456,799,13,29,On Time,21-30,Delivered
7457,3457,722,16,39,On Time,31-40,Delivered
7458,3458,795,8,59,Late,40+,Delivered
7459,3459,737,20,53,Late,40+,Delivered
7460,3460,721,10,61,Late,40+,Delivered
7461,3461,786,13,58,Late,40+,Delivered
7462,3462,793,11,59,Late,40+,Delivered
7463,3463,734,5,49,Late,40+,Delivered
7464,3464,732,17,26,On Time,21-30,Delivered
7465,3465,736,1,28,On Time,21-30,Delivered
7466,3466,745,6,33,On Time,31-40,Delivered
7467,3467,797,12,21,On Time,21-30,Delivered
7468,3468,704,15,28,On Time,21-30,Delivered
7469,3469,756,12,32,On Time,31-40,Delivered
7470,3470,761,8,31,On Time,31-40,Delivered
7471,3471,727,12,28,On Time,21-30,Delivered
7472,3472,777,5,36,On Time,31-40,Delivered
7473,3473,799,5,26,On Time,21-30,Delivered
7474,3474,748,6,38,On Time,31-40,Delivered
7475,3475,726,13,67,Late,40+,Delivered
7476,3476,772,8,69,Late,40+,Delivered
7477,3477,716,10,64,Late,40+,Delivered
7478,3478,752,7,54,Late,40+,Delivered
7479,3479,761,1,60,Late,40+,Delivered
7480,3480,756,6,35,On Time,31-40,Delivered
7481,3481,797,19,29,On Time,21-30,Delivered
7482,3482,737,16,43,Late,40+,Delivered
7483,3483,766,5,40,On Time,31-40,Delivered
7484,3484,763,2,62,Late,40+,Delivered
7485,3485,717,4,60,Late,40+,Delivered
7486,3486,780,19,38,On Time,31-40,Delivered
7487,3487,754,7,64,Late,40+,Delivered
7488,3488,758,3,42,Late,40+,Delivered
7489,3489,750,3,70,Late,40+,Delivered
7490,3490,788,16,56,Late,40+,Delivered
7491,3491,755,17,53,Late,40+,Delivered
7492,3492,709,8,44,Late,40+,Delivered
7493,3493,702,5,53,Late,40+,Delivered
7494,3494,760,16,29,On Time,21-30,Delivered
7495,3495,748,5,66,Late,40+,Delivered
7496,3496,751,9,45,Late,40+,Delivered
7497,3497,785,12,54,Late,40+,Delivered
7498,3498,701,4,70,Late,40+,Delivered
7499,3499,785,9,29,On Time,21-30,Delivered
7500,3500,784,13,66,Late,40+,Delivered
